fold,half_life_days,l2,alpha,beta,fund_loss,fit_seconds,log_loss_per_race,brier_score_per_race,ece_10bin,hit_rate_top1,hit_rate_top3,favorite_hit_rate,roi_edge20,n_bets_edge20,roi_edge30,n_bets_edge30,roi_edge40,n_bets_edge40,roi_edge50,n_bets_edge50,kelly_final_bankroll,kelly_pnl_pct,kelly_n_bets
fold3_val2026Q1,730.5,0.001,0.023070881041779165,1.0266513520844098,9578.772057622957,4.074970799963921,1.7079155187006727,0.7736700587976498,0.006097648417164141,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,730.5,0.001,-0.0334951101759781,1.0454300369203473,9812.003573340657,4.845133200054988,1.6105412425044496,0.7510806391351019,0.0040483202532101675,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,730.5,0.01,0.15755377464372206,1.0542575226456017,8790.312271012946,7.726771499961615,1.631616127081819,0.745196377177195,0.005809381167100093,0.38110403397027603,0.7335456475583864,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,730.5,0.01,-0.025655461646658002,1.0906510616018157,9199.753952567176,6.374608000041917,1.6384995515565184,0.7492278715194057,0.006379934389043584,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,730.5,0.01,0.023439509236474317,1.026544716336952,9578.78298028903,6.216376899974421,1.7079139085595625,0.7736696486589665,0.0057710811688309865,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,730.5,0.01,-0.030311556333963353,1.0444474877600716,9811.874295135238,4.340208899928257,1.6105549567459145,0.7510636789926175,0.0034678614396632633,0.360313315926893,0.7493472584856397,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,730.5,0.1,0.15786081225693802,1.054162425422937,8790.52611896797,6.58356299996376,1.6316123738975181,0.7451992184371329,0.005495993372815616,0.38057324840764334,0.7335456475583864,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,730.5,0.1,-0.025699179179949617,1.0906661072086818,9199.793458959048,6.653455399908125,1.6384993146511306,0.7492278990873764,0.00637989611748729,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,730.5,0.1,0.02082492978825131,1.0272557222681233,9578.813093578457,5.547984900069423,1.7079243250929086,0.7736721716838886,0.0060499733116791635,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,730.5,0.1,-0.03204564230456916,1.044955934434118,9812.069816187375,4.343870399985462,1.610547628599627,0.7510727127158026,0.0036034202336287257,0.360313315926893,0.7493472584856397,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,730.5,1.0,0.15918672306462167,1.0536971121981071,8791.146657868729,6.857731800060719,1.6315650951461913,0.7451843095115845,0.005186718179373765,0.38057324840764334,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,730.5,1.0,-0.026201649464720856,1.0908120784079631,9200.169092292364,6.1937700000125915,1.6384969315207438,0.7492281244286421,0.0063250031920999185,0.3682572614107884,0.7266597510373444,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,730.5,1.0,0.017746989680244046,1.028109388971454,9579.982485031658,4.415433799964376,1.7079351587234262,0.7736755046006061,0.005814437428423665,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,730.5,1.0,-0.032664556084768634,1.0451641594819994,9813.569695666576,4.175222499994561,1.6105454966809756,0.7510771747908925,0.004049191246184073,0.360313315926893,0.7493472584856397,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,913.125,0.001,0.15907638409577746,1.053675139053684,10092.688059301336,6.591058900114149,1.6315284823764522,0.7451723155150292,0.005311136460797983,0.38004246284501064,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
