race_num,rank,pgm,horse,P(ITM),base,P(win),cov,_rr_delta,ML,PrimePwr,_reasons,_shipper,_corpus_cov,actual
2,4,1,Culminate,0.4664,0.42269999999999996,0.1487,0.9473684210526315,0.1220134701541642,7/2,113.6,"{'pos': [('finish placement (last race)', 0.19738267705174106), ('last race field size', 0.13612440204723497), ('post position', 0.07640087581281035)], 'neg': [('purse change vs last', -0.19824593714930028), ('won last race', -0.15787287691567517), ('career ITM%', -0.11567434547147376)]}",False,0.9473684210526315,3.0
2,5,7,El Pacho,0.4598,0.4304,0.1507,0.9157894736842105,0.07919952787508011,6/1,104.4,"{'pos': [('purse change vs last', 0.10222773631287546), ('class rating change vs last', 0.08281358151825656), ('moving up in class', 0.07051048159791305)], 'neg': [('career ITM%', -0.10353046053403422), ('post position', -0.07640087501696528), ('trainer win% on surface', -0.06684608293155057)]}",False,0.9157894736842105,4.0
2,6,5,Directthe Show,0.2253,0.22700000000000004,0.0661,0.9157894736842105,-0.05030185884730898,20/1,101.8,"{'pos': [('purse change vs last', 0.10222773631287546), ('class rating change vs last', 0.08281358151825656), ('moving up in class', 0.07051048159791305)], 'neg': [('finish placement (last race)', -0.21712094295194717), ('jockey win% on surface', -0.18578569262083172), ('career ITM%', -0.16594185540822845)]}",False,0.9157894736842105,6.0
2,7,4,Juba's Heart,0.2152,0.2252,0.0608,0.9157894736842105,-0.09945004476588482,20/1,101.8,"{'pos': [('won last race', 0.06314915076627009), ('career ITM%', 0.058257393388667804), ('last race field size', 0.05671850024285202)], 'neg': [('finish placement (last race)', -0.21712094295194717), ('purse change vs last', -0.14968376763071972), ('weight (lbs)', -0.08636908347893629)]}",False,0.9157894736842105,6.0
3,1,3,Stettie Hayesen,0.7087,0.6822,0.2859,0.9052631578947369,-0.07258017661743954,9/5,109.2,"{'pos': [('finish placement (last race)', 0.1184296050707081), ('career ITM%', 0.09570847429465025), ('last race was maiden', 0.0928412106484678)], 'neg': [('pace type last race    MISSING = ', -0.06105028849088322)]}",False,0.9052631578947369,5.0
3,2,6,Pedro's Fancy Man,0.5583,0.5303,0.1901,0.9052631578947369,-0.07780642554628858,3/1,103.3,"{'pos': [('finish placement (last race)', 0.1184296050707081), ('last race was maiden', 0.0928412106484678), ('no data: won last race', 0.07757230899967031)], 'neg': [('trainer win% on surface', -0.07454478449969339), ('pace type last race    MISSING = ', -0.06105028849088322), ('trainer win% at track', -0.05742153205527924)]}",False,0.9052631578947369,2.0
3,3,7,A Notable Nature,0.5176,0.55,0.1732,0.9157894736842105,-0.3452747309306976,5/2,104.3,"{'pos': [('finish placement (last race)', 0.2565974799094108), ('last race was maiden', 0.0928412106484678), ('no data: finish placement (last race)', 0.07757230899967031)], 'neg': [('last race field size', -0.15881180360876593), ('post position', -0.07640087501696528), ('pace type last race    MISSING = ', -0.06105028849088322)]}",False,0.9157894736842105,4.0
3,4,1,Ajax the Great,0.3671,0.3891,0.107,0.5473684210526316,-0.30258270959086153,8/1,93.0,"{'pos': [('pace type last race    MISSING = ', 0.08140038465451095), ('post position', 0.07640087581281035)], 'neg': [('last race was maiden', -0.12378828086462373), ('no data: finish placement (last race)', -0.10342974533289377), ('no data: won last race', -0.10342974533289377)]}",True,0.49473684210526314,6.0
3,5,2,Reportittourlawyer,0.345,0.32199999999999995,0.1006,0.8736842105263158,-0.107322929868644,20/1,93.0,"{'pos': [('last race was maiden', 0.0928412106484678), ('last race field size', 0.07940590180438295), ('no data: won last race', 0.07757230899967031)], 'neg': [('finish placement (last race)', -0.4342418942841026), ('career ITM%', -0.12255881876098669), ('closer last race', -0.10770416156188846)]}",False,0.8631578947368421,3.0
3,6,5,DQ-Conejo Dorado,0.2947,0.3013,0.0867,0.5052631578947369,-0.24272513037439203,,,"{'pos': [('pace type last race    MISSING = ', 0.08140038465451095)], 'neg': [('last race was maiden', -0.12378828086462373), ('no data: finish placement (last race)', -0.10342974533289377), ('no data: won last race', -0.10342974533289377)]}",True,0.5052631578947369,
3,7,4,Jubas Ridge,0.2086,0.22510000000000002,0.0565,0.5578947368421052,-0.30258270959086153,12/1,,"{'pos': [('pace type last race    MISSING = ', 0.08140038465451095), ('jockey starts at other tracks', 0.058068437854267414), ('jockey home = CT', 0.05712336285381953)], 'neg': [('trainer home = MNR', -0.27212166508274804), ('jockey home = MNR', -0.1867934801463105), ('last race was maiden', -0.12378828086462373)]}",True,0.5052631578947369,7.0
4,1,3,Edy's Flame,0.6129,0.6308,0.2265,0.9263157894736842,-0.03033757078017907,9/5,121.5,"{'pos': [('finish placement (last race)', 0.22452279604883937), ('career win% on surface', 0.2049180651224912), ('trainer win% on surface', 0.1738086619476013)], 'neg': [('career win%', -0.30964067390256916), ('won last race', -0.13813876730121577), ('closeness to winner (last race)', -0.07465924459493604)]}",False,0.9263157894736842,1.0
4,2,1,Wynsome Cat,0.4891,0.4935999999999999,0.1754,0.9263157894736842,0.02760951815421775,7/2,116.0,"{'pos': [('career win%', 0.20074110503144582), ('career ITM%', 0.18820639842233183), ('post position', 0.08913435577262294)], 'neg': [('career win% on surface', -0.13383676647513573)]}",False,0.9263157894736842,2.0
4,3,6,Princess Blame,0.43770000000000003,0.3905,0.1398,0.9157894736842105,0.24065889556272702,5/1,113.4,"{'pos': [('trainer win% on surface', 0.09115202325336899), ('trainer win% (1yr)', 0.08570028426223801), ('won last race', 0.08288326038072946)], 'neg': [('speed figure last race', -0.11480103837106403), ('no data: trainer win% off layoff', -0.08784524602072402), ('2nd-back off layoff pattern', -0.05971518240528111)]}",False,0.9157894736842105,8.0
4,4,5,Belle Ofthe Wood,0.41900000000000004,0.3878,0.136,0.9263157894736842,0.17889959434714786,9/2,117.7,"{'pos': [('finish placement (last race)', 0.22452279604883937), ('last race field size', 0.18858901678540954), ('career win% on surface', 0.1145400424783739)], 'neg': [('career win%', -0.17347349097815556), ('won last race', -0.13813876730121577), ('career ITM%', -0.11279123501904656)]}",False,0.9263157894736842,6.0
4,5,7,Langleyswaterfall,0.33240000000000003,0.3483,0.1075,0.9263157894736842,-0.023553999147540416,5/1,113.1,"{'pos': [('finish placement (last race)', 0.22452279604883937), ('career ITM%', 0.1128215954773712)], 'neg': [('won last race', -0.13813876730121577), ('closeness to winner (last race)', -0.07465924459493604), ('post position', -0.0636673950571527)]}",False,0.9263157894736842,4.0
4,6,2,Forever Hustlin,0.3087,0.3154,0.0939,0.9157894736842105,0.009001871549376927,15/1,108.3,"{'pos': [('speed figure last race', 0.14105012826430913), ('won last race', 0.08288326038072946), ('pace progression last race', 0.07380853755582129)], 'neg': [('finish placement (last race)', -0.1899808239548489), ('closer last race', -0.10994799826109447), ('career ITM%', -0.06913778260828081)]}",False,0.9157894736842105,7.0
4,7,8,Yesto Love,0.2516,0.2737,0.0779,0.9368421052631579,-0.08662106056088126,10/1,112.0,"{'pos': [('career win%', 0.1150280193024572), ('speed figure last race', 0.08350574914226516), ('won last race', 0.08288326038072946)], 'neg': [('jockey win% on surface', -0.15019879500235844), ('starts at this track', -0.12118249344055348), ('career starts', -0.12004623785252438)]}",False,0.9368421052631579,3.0
4,8,4,Slow No Mo,0.14859999999999998,0.1599,0.043,0.9157894736842105,-0.050036300504826325,30/1,103.6,"{'pos': [('closeness to winner (last race)', 0.21367991104260858), ('career win%', 0.1267333323088953), ('won last race', 0.08288326038072946)], 'neg': [('finish placement (last race)', -0.466316578144674), ('career ITM%', -0.2662604241166823), ('speed figure last race', -0.18615606904035342)]}",False,0.8947368421052632,5.0
5,1,10,Knight Sage,0.6407,0.6391,0.2401,0.9263157894736842,-0.16328850756054158,6/5,111.5,"{'pos': [('finish placement (last race)', 0.37996165467832743), ('career ITM%', 0.27461784544056755), ('avg finish placement (last 3)', 0.12562921349845907)], 'neg': [('closer last race', -0.0942411413666524), ('blinkers change', -0.09152156818701447), ('post position', -0.0636673950571527)]}",False,0.9263157894736842,1.0
5,2,7,Goldeck,0.6228,0.5826,0.2268,0.8842105263157894,0.0030207003160415136,7/2,100.9,"{'pos': [('trainer win% on surface', 0.24828695406716775), ('trainer win% at track', 0.16872226861294118), ('trainer win% (1yr)', 0.1680346460019038)], 'neg': [('first-time blinkers', -0.1985078710144293), ('career ITM%', -0.057979923381661996), ('no data: distance specialist', -0.055255824878684204)]}",False,0.8736842105263158,4.0
5,3,1,Untangled,0.4618,0.41490000000000005,0.1564,0.8842105263157894,0.03404601213513325,10/1,100.6,"{'pos': [('finish placement (last race)', 0.10362590951334186), ('post position', 0.08913435577262294), ('first-time blinkers', 0.0661692903381431)], 'neg': [('blinkers change', -0.09152156818701447)]}",False,0.8631578947368421,3.0
5,4,9,Brother Moses,0.4577,0.45799999999999996,0.1469,0.8947368421052632,-0.1447302729974207,10/1,98.7,"{'pos': [('finish placement (last race)', 0.24179377983962475), ('career ITM%', 0.09378405485044247), ('speed figure last race', 0.070724259457514)], 'neg': [('blinkers change', -0.09152156818701447)]}",False,0.8421052631578947,2.0
5,5,3,Revision,0.3346,0.3208,0.1005,0.8842105263157894,-0.10047260283657333,20/1,95.7,"{'pos': [('blinkers change', 0.15253594697835743), ('jockey win% on surface', 0.12514180248470347), ('last race field size', 0.11910885179133063)], 'neg': [('finish placement (last race)', -0.31087771951518595), ('first-time blinkers', -0.1985078710144293), ('weight (lbs)', -0.08816843614514078)]}",False,0.8736842105263158,5.0
5,6,8,Feeling Enchanted,0.1784,0.24289999999999998,0.0461,0.8842105263157894,-0.5680162819827765,30/1,81.0,"{'pos': [('blinkers change', 0.15253594697835743), ('first-time blinkers', 0.0661692903381431)], 'neg': [('finish placement (last race)', -0.17270984467648326), ('speed figure last race', -0.17060802263351146), ('jockey win% on surface', -0.10381849612906087)]}",False,0.8421052631578947,7.0
5,7,4,Juba Jack,0.16770000000000002,0.1724,0.0474,0.8842105263157894,-0.18929177690298626,30/1,87.0,"{'pos': [('first-time blinkers', 0.0661692903381431)], 'neg': [('finish placement (last race)', -0.31087771951518595), ('trainer win% on surface', -0.11355632403307475), ('closer last race', -0.0942411413666524)]}",False,0.8631578947368421,8.0
5,8,11,Twister City,0.1363,0.1693,0.0358,0.8947368421052632,-0.4126893672794987,30/1,85.7,"{'pos': [('finish placement (last race)', 0.10362590951334186), ('weight (lbs)', 0.07977144085281192), ('trouble in last trip', 0.07736348432077303)], 'neg': [('purse change vs last', -0.15474788532502126), ('class rating change vs last', -0.12271770716871676), ('jockey win% on surface', -0.12151732030620364)]}",False,0.8736842105263158,6.0
6,1,7,Saint Shance,0.5227999999999999,0.36319999999999997,0.1891,0.9052631578947369,0.48519388791712525,2/1,116.3,"{'pos': [('trainer win% on surface', 0.19965690006809406), ('jockey win% on surface', 0.1714360142008915), ('blinkers change', 0.17084026061576033)], 'neg': [('finish placement (last race)', -0.3177861143852261), ('first-time blinkers', -0.21174172908205793), ('class rating change vs last', -0.11173155115002043)]}",False,0.8631578947368421,2.0
6,2,6,Improbable Dream,0.3653,0.47950000000000004,0.1246,0.6947368421052632,-0.6572065339020582,15/1,95.9,"{'pos': [('jockey win% on surface', 0.3241699275889202), ('closeness to winner (last race)', 0.21676925643899697), ('finish placement (last race)', 0.09671751464330176)], 'neg': [('last race was maiden', -0.12997769490785493), ('no data: finish placement (last race)', -0.10860123259953845), ('no data: won last race', -0.10860123259953845)]}",True,0.5263157894736842,6.0
6,3,8,Zaptastic,0.3412,0.2829,0.1138,0.9263157894736842,0.12488650546035163,12/1,94.7,"{'pos': [('finish placement (last race)', 0.3730532598082873), ('career win%', 0.1503182797874482), ('speed figure last race', 0.09070765175526621)], 'neg': [('last race field size', -0.14293061812252394), ('starts at this track', -0.12628491754026064), ('career starts', -0.12380672227313605)]}",False,0.9263157894736842,1.0
6,4,4,Mi Gamble,0.3241,0.354,0.106,0.8631578947368421,-0.2848721842045867,15/1,95.3,"{'pos': [('speed figure last race', 0.11726659489245028), ('finish placement (last race)', 0.09671751464330176), ('last race was maiden', 0.08665179660523661)], 'neg': [('last race field size', -0.14293061812252394), ('closeness to winner (last race)', -0.11276120205294159), ('jockey win% on surface', -0.07476876924001172)]}",False,0.8631578947368421,3.0
6,5,1,Awegod,0.2974,0.2849,0.0981,0.9263157894736842,-0.099070986651421,8/1,101.0,"{'pos': [('blinkers change', 0.17084026061576033), ('closeness to winner (last race)', 0.13438663646749427), ('post position', 0.11460131488645496)], 'neg': [('finish placement (last race)', -0.3177861143852261), ('weight (lbs)', -0.1645810765590587), ('class rating change vs last', -0.11640650519236934)]}",False,0.9052631578947369,5.0
6,6,2,Gil the Trail Boss,0.2839,0.3152,0.0926,0.5789473684210527,-0.30258270959086153,10/1,94.6,"{'pos': [('finish placement (last race)', 0.09671751464330176), ('last race field size', 0.09528707996867439), ('post position', 0.0891343576528069)], 'neg': [('last race was maiden', -0.12997769490785493), ('no data: finish placement (last race)', -0.10860123259953845), ('no data: won last race', -0.10860123259953845)]}",True,0.5263157894736842,9.0
6,7,9,Let Da Blood Talk,0.2561,0.2863,0.0829,0.5789473684210527,-0.30258270959086153,15/1,114.2,"{'pos': [('finish placement (last race)', 0.09671751464330176), ('last race field size', 0.09528707996867439), ('pace type last race    MISSING = ', 0.0854704038872365)], 'neg': [('last race was maiden', -0.12997769490785493), ('no data: finish placement (last race)', -0.10860123259953845), ('no data: won last race', -0.10860123259953845)]}",True,0.5263157894736842,10.0
6,8,5,Honorthe Bull,0.2071,0.2123,0.0686,0.9052631578947369,-0.1655943460252971,30/1,96.0,"{'pos': [('closeness to winner (last race)', 0.24251381804873412), ('last race was maiden', 0.08665179660523661), ('no data: finish placement (last race)', 0.07240082173302563)], 'neg': [('jockey win% on surface', -0.20481887426860126), ('finish placement (last race)', -0.17961823954652337), ('career ITM%', -0.1775736340422811)]}",False,0.8842105263157894,7.0
6,9,3,Ojin,0.2051,0.1713,0.0622,0.8736842105263158,0.06935717496735361,20/1,94.6,"{'pos': [('last race was maiden', 0.08665179660523661), ('no data: won last race', 0.07240082173302563), ('no data: finish placement (last race)', 0.07240082173302563)], 'neg': [('jockey win% on surface', -0.16776274668532223), ('last race field size', -0.14293061812252394), ('closeness to winner (last race)', -0.10761228949328223)]}",False,0.8105263157894737,4.0
6,10,10,Honorary American,0.197,0.2504,0.0621,0.6421052631578947,-0.4615188103267769,7/5,114.2,"{'pos': [('blinkers change', 0.17084026061576033), ('finish placement (last race)', 0.09671751464330176), ('last race field size', 0.09528707996867439)], 'neg': [('first-time blinkers', -0.21174172908205793), ('last race was maiden', -0.12997769490785493), ('post position', -0.11460131507215214)]}",True,0.5157894736842106,8.0
7,1,7,Life Is Daily,0.7077,0.7102,0.2693,0.9052631578947369,0.008011575614067956,8/5,127.2,"{'pos': [('jockey win% on surface', 0.24196541025365326), ('career win% on surface', 0.16241768624074404), ('finish placement (last race)', 0.11513989569891889)], 'neg': [('career win%', -0.2447050905225637)]}",False,0.9052631578947369,2.0
7,2,3,Mr.Dumbledore,0.585,0.5731999999999999,0.2004,0.9157894736842105,0.058634296778133144,6/1,118.4,"{'pos': [('finish placement (last race)', 0.25330777053762155), ('career win%', 0.10667722792877438), ('avg finish placement (last 3)', 0.0649084277714832)], 'neg': [('won last race', -0.14734801845463016), ('starts at this track', -0.0712212963502614), ('career win% on surface', -0.07080469308902991)]}",False,0.9157894736842105,3.0
7,3,6,Tricks Rfor Juba,0.5835,0.5896,0.2042,0.9263157894736842,-0.0031506022259896183,9/5,121.4,"{'pos': [('finish placement (last race)', 0.25330777053762155), ('career win% on surface', 0.1176365116720706), ('career ITM%', 0.08061098960438887)], 'neg': [('career win%', -0.1772359419786105), ('won last race', -0.14734801845463016), ('closeness to winner (last race)', -0.06951033005434408)]}",False,0.9263157894736842,1.0
7,4,8,Noble Ruling,0.4309,0.44799999999999995,0.1271,0.9052631578947369,-0.05065030088840827,10/1,115.0,"{'pos': [('won last race', 0.0736740092273151)], 'neg': [('career ITM%', -0.06577922335010053), ('post position', -0.06366739695281144), ('weight (lbs)', -0.05597995853023424)]}",False,0.9052631578947369,4.0
7,5,4,WV Lad,0.37,0.3706,0.1089,0.9052631578947369,0.011792943070887962,12/1,113.1,"{'pos': [('closeness to winner (last race)', 0.0746592406330708), ('won last race', 0.0736740092273151), ('career win%', 0.06565289670240379)], 'neg': [('finish placement (last race)', -0.2993637288171891), ('speed figure last race', -0.07613563885311048)]}",False,0.9052631578947369,6.0
7,6,1,Direct Appeal,0.3229,0.3084,0.0901,0.9052631578947369,0.08306716228700073,12/1,115.5,"{'pos': [('career win%', 0.21784767735956384), ('won last race', 0.0736740092273151), ('career ITM%', 0.06471087520357119)], 'neg': [('finish placement (last race)', -0.2993637288171891), ('jockey win% on surface', -0.1569732865752787), ('career win% on surface', -0.1445916649110426)]}",False,0.9052631578947369,5.0
8,1,2,Outdoor Cat,0.6866,0.641,0.246,0.7052631578947368,0.22843850389896914,3/5,123.0,"{'pos': [('career starts', 0.17163237152760175), ('career win%', 0.12997565043043366), ('pace type last race    MISSING = ', 0.11870889428782848)], 'neg': [('no data: finish placement (last race)', -0.15083504527713673), ('no data: won last race', -0.15083504527713673), ('career ITM%', -0.10024887931929873)]}",True,0.5263157894736842,
8,2,10,Solomons Gold,0.6852,0.7013,0.2458,0.9263157894736842,-0.05726243778953988,10/1,116.1,"{'pos': [('career ITM%', 0.2486882433356244), ('trainer win% on surface', 0.17707822989389546), ('jockey win% on surface', 0.1457911173802916)], 'neg': [('career win%', -0.18606777526837576), ('last race field size', -0.15881180360876593), ('trainer win% at other tracks', -0.07149366219084666)]}",False,0.9263157894736842,2.0
8,3,7,Jester's Song,0.6011,0.5410999999999999,0.2015,0.9368421052631579,0.2515334247548203,12/1,111.9,"{'pos': [('finish placement (last race)', 0.13816787258249277), ('career ITM%', 0.105892442031218), ('career starts', 0.10220804164798274)], 'neg': [('jockey win% on surface', -0.11117425289911023), ('career win% on surface', -0.06152335681824822)]}",False,0.9368421052631579,1.0
8,4,8,Absolute Grit,0.5846,0.5912999999999999,0.1898,0.9473684210526315,-0.01600910432211311,20/1,109.1,"{'pos': [('career ITM%', 0.2747036897301317), ('career win% on surface', 0.07880469779398411), ('starts at this track', 0.06803227568177948)], 'neg': [('career win%', -0.13744570137789308), ('weight (lbs)', -0.07837194597644451)]}",False,0.9473684210526315,5.0
8,5,9,Smooth Rico,0.2236,0.2904,0.0579,0.9368421052631579,-0.36729924866616115,20/1,100.1,"{'pos': [('career win%', 0.19630574897524308), ('finish placement (last race)', 0.13816787258249277)], 'neg': [('career ITM%', -0.34933631194872433), ('career win% on surface', -0.17633407882705854), ('purse change vs last', -0.15443817023986273)]}",False,0.9368421052631579,4.0
8,6,4,Cowboy At Heart,0.21889999999999998,0.2349,0.059,0.9368421052631579,-0.09787733820437805,30/1,103.4,"{'pos': [('wins at this track', 0.13824517709813083), ('last race field size', 0.07940590180438295), ('speed figure last race', 0.06250205078596727)], 'neg': [('finish placement (last race)', -0.27633575193361526), ('starts at this track', -0.21260085963999065), ('career ITM%', -0.17969918382895103)]}",False,0.9368421052631579,3.0
