race_num,rank,pgm,horse,P(ITM),base,P(win),cov,_rr_delta,ML,PrimePwr,_reasons,_shipper,_corpus_cov
2,4,4,Don't Go Astray,0.49439999999999995,0.4555,0.1662,0.8210526315789474,0.052492940269404764,,,"{'pos': [('trainer home = GP', 0.20097806032141058), ('blinkers change', 0.115412287849489), ('speed figure last race', 0.08697272921485294)], 'neg': [('jockey home = GP', -0.22585822195192062), ('last race field size', -0.20525358809800592), ('no data: closeness to winner (last race)', -0.061689086215757)]}",False,0.8210526315789474
2,5,2,EZ Shopping,0.43689999999999996,0.5014,0.1363,0.7684210526315789,-0.3686897462925965,,,"{'pos': [('class rating change vs last', 0.12352197099004895), ('speed figure last race', 0.08697272921485294), ('purse change vs last', 0.062107055128195005)], 'neg': [('last race field size', -0.12828349433086958), ('blinkers change', -0.11541228784948905), ('finish placement (last race)', -0.09246810672695642)]}",False,0.7684210526315789
2,6,5,Turnand Run,0.4323,0.4627,0.1393,0.8315789473684211,-0.23302981149428292,,,"{'pos': [('last race field size', 0.10262679404900299), ('distance change vs last', 0.05083253923541296)], 'neg': [('blinkers change', -0.11541228784948905), ('finish placement (last race)', -0.09246810672695642)]}",False,0.8315789473684211
3,1,7,Hottakejake,0.5448000000000001,0.5062,0.2096,0.8736842105263158,0.23014607210821414,,,"{'pos': [('finish placement (last race)', 0.3852837861395939), ('career ITM%', 0.1563615281162068), ('jockey home = GP', 0.09034328878076825)], 'neg': [('no data: career win% on surface', -0.07554553846052828), ('career win%', -0.07527717482536393), ('closeness to winner (last race)', -0.06097461709987189)]}",False,0.8736842105263158
3,2,3,Love Hate,0.38239999999999996,0.3875,0.1271,0.8526315789473684,0.0316641859381972,,,"{'pos': [('finish placement (last race)', 0.2465816260491593), ('trainer home = GP', 0.08039122412856423), ('pace progression last race', 0.07464243171962588)], 'neg': [('jockey home = GP', -0.1806865775615365), ('closer last race', -0.09262206712861762), ('last race field size', -0.07697009769961606)]}",False,0.8526315789473684
3,3,1,Java Buzz,0.3684,0.4084,0.1245,0.8526315789473684,-0.11283100526840917,,,"{'pos': [('closeness to winner (last race)', 0.18651059156141478), ('career win%', 0.17236697987716024), ('post position', 0.09774673362211596)], 'neg': [('speed figure last race', -0.17985773983401238), ('trainer home = GP', -0.16078244825712848), ('last race field size', -0.07697009769961606)]}",False,0.8526315789473684
3,4,8,Capturethe Time,0.3444,0.333,0.1135,0.8736842105263158,0.10704989414746269,,,"{'pos': [('finish placement (last race)', 0.10787945683428972), ('jockey home = GP', 0.09034328878076825), ('trainer home = GP', 0.08039122412856423)], 'neg': [('blinkers change', -0.17953022554364959), ('last race field size', -0.07697009769961606), ('post position', -0.07331005301045061)]}",False,0.8736842105263158
3,5,5,Zozan,0.326,0.33080000000000004,0.1056,0.8631578947368421,0.03598509771613978,,,"{'pos': [('career ITM%', 0.1943015962314213), ('last race field size', 0.15394019775871998), ('career win% on surface', 0.11004708052352502)], 'neg': [('finish placement (last race)', -0.5856313344934484), ('closer last race', -0.09262206712861762), ('no data: closeness to winner (last race)', -0.07197060058504984)]}",False,0.8631578947368421
3,6,2,Seaver,0.3036,0.2898,0.0958,0.8105263157894737,0.12579978983086137,,,"{'pos': [('finish placement (last race)', 0.10787945683428972), ('last race field size', 0.07697009691312012), ('post position', 0.07331005183408697)], 'neg': [('jockey home = GP', -0.1806865775615365), ('trainer home = GP', -0.16078244825712848), ('closer last race', -0.09262206712861762)]}",False,0.8105263157894737
3,7,9,Manhattan Boy,0.2562,0.2814,0.0816,0.8526315789473684,-0.06877626488194788,,,"{'pos': [('jockey home = GP', 0.09034328878076825), ('last race field size', 0.07697009691312012), ('blinkers change', 0.05129435015532846)], 'neg': [('finish placement (last race)', -0.1695248724710145), ('trainer home = GP', -0.16078244825712848), ('starts at this track', -0.09907791235343871)]}",False,0.8526315789473684
3,8,4,Araucano,0.2414,0.2464,0.0731,0.8631578947368421,0.028861761465051483,,,"{'pos': [('finish placement (last race)', 0.10787945683428972), ('trainer home = GP', 0.08039122412856423)], 'neg': [('career ITM%', -0.18258983605592816), ('jockey home = GP', -0.1806865775615365), ('blinkers change', -0.17953022554364959)]}",False,0.8631578947368421
3,9,6,Ironthe Money,0.2328,0.21649999999999997,0.0692,0.8526315789473684,0.15025912052444101,,,"{'pos': [('jockey home = GP', 0.09034328878076825), ('trainer home = GP', 0.08039122412856423), ('starts at this track', 0.06702329064457357)], 'neg': [('finish placement (last race)', -0.1695248724710145), ('jockey win% on surface', -0.155220840977172), ('career win%', -0.11000077368736369)]}",False,0.8526315789473684
4,1,2,Champagne Brunch,0.7512,0.6860999999999999,0.3104,0.8842105263157894,0.13720309766842942,,,"{'pos': [('blinkers change', 0.1923538130824817), ('jockey home = GP', 0.1806865775615365), ('last race field size', 0.16676854003469382)], 'neg': [('finish placement (last race)', -0.3236383963554349), ('pace type last race    MISSING = ', -0.091592675162654), ('no data: trainer win% off layoff', -0.07799081451989003)]}",False,0.8842105263157894
4,2,4,Kamari,0.6268,0.626,0.2239,0.8421052631578947,-0.20026486677851518,,,"{'pos': [('last race field size', 0.24373864795875722), ('finish placement (last race)', 0.23117028050404348), ('jockey home = GP', 0.1806865775615365)], 'neg': [('trainer home = GP', -0.12058683619284634), ('avg finish placement (last 3)', -0.09726224332856635), ('pace type last race    MISSING = ', -0.091592675162654)]}",False,0.8421052631578947
4,3,5,Modo Leyenda,0.4274,0.41859999999999997,0.1254,0.7789473684210526,-0.1641517097488877,,,"{'pos': [('no data: finish placement (last race)', 0.12459916532247554), ('no data: won last race', 0.12459916532247554), ('trainer home = GP', 0.12058683619284637)], 'neg': [('last race field size', -0.2180819429579149), ('finish placement (last race)', -0.18493621801613033), ('career ITM%', -0.12790736721878757)]}",False,0.7789473684210526
4,4,1,Monetary,0.4112,0.43679999999999997,0.1175,0.43157894736842106,-0.30258270959086164,,,"{'pos': [('trainer home = GP', 0.12058683619284637), ('finish placement (last race)', 0.09246811128917388), ('pace type last race    MISSING = ', 0.091592675162654)], 'neg': [('no data: won last race', -0.12459916532247552), ('no data: finish placement (last race)', -0.12459916532247552), ('last race was maiden', -0.09751769788611858)]}",True,0.43157894736842106
4,5,3,Nifty's Spirit,0.40570000000000006,0.4323,0.1195,0.4,-0.2973016460870874,,,"{'pos': [('finish placement (last race)', 0.09246811128917388), ('pace type last race    MISSING = ', 0.091592675162654)], 'neg': [('no data: won last race', -0.12459916532247552), ('no data: finish placement (last race)', -0.12459916532247552), ('trainer home = GP', -0.12058683619284634)]}",True,0.4
4,6,6,Daily Prayer,0.37770000000000004,0.4002,0.1033,0.4,-0.30258270959086153,,,"{'pos': [('finish placement (last race)', 0.09246811128917388), ('pace type last race    MISSING = ', 0.091592675162654)], 'neg': [('no data: won last race', -0.12459916532247552), ('no data: finish placement (last race)', -0.12459916532247552), ('trainer home = GP', -0.12058683619284634)]}",True,0.4
5,1,1,Mish,0.6938,0.7083,0.2739,0.8736842105263158,0.07800535965704691,,,"{'pos': [('finish placement (last race)', 0.36987243755299976), ('career win% on surface', 0.2569931464888309), ('career ITM%', 0.2069343381980575)], 'neg': [('career win%', -0.35460784506325993), ('last race field size', -0.14111183975282723), ('won last race', -0.1402380503695213)]}",False,0.8736842105263158
5,2,2,Kinetic Stone,0.5171,0.4911,0.1686,0.8631578947368421,0.2590804126615319,,,"{'pos': [('finish placement (last race)', 0.36987243755299976), ('career win%', 0.13730986064865405), ('pace progression last race', 0.09621875911512814)], 'neg': [('blinkers change', -0.15388305046598538), ('won last race', -0.1402380503695213), ('closer last race', -0.11577758391077203)]}",False,0.8631578947368421
5,3,5,Zydeceaux,0.5041,0.4849,0.1661,0.8315789473684211,0.22034840873779926,,,"{'pos': [('finish placement (last race)', 0.23117027746256513), ('career win%', 0.1159115638915897), ('closeness to winner (last race)', 0.08159838416470813)], 'neg': [('jockey home = GP', -0.1806865775615365), ('career win% on surface', -0.08073297866216086)]}",False,0.8315789473684211
5,4,3,Proud American,0.461,0.45759999999999995,0.1455,0.8842105263157894,0.16706975842484983,,,"{'pos': [('last race field size', 0.16676854239418168), ('jockey home = GP', 0.09034328878076825), ('blinkers change', 0.07694152523299266)], 'neg': [('finish placement (last race)', -0.4623405594873478), ('career ITM%', -0.1784885838576699), ('no data: trainer win% off layoff', -0.09748851814986254)]}",False,0.8842105263157894
5,5,6,Adios Now,0.41659999999999997,0.40790000000000004,0.1209,0.8315789473684211,0.18807710958315238,,,"{'pos': [('career ITM%', 0.1490988687037032), ('career win%', 0.11512870011502846), ('blinkers change', 0.07694152523299266)], 'neg': [('finish placement (last race)', -0.18493621193317367), ('jockey home = GP', -0.1806865775615365), ('career win% on surface', -0.1424338631976147)]}",False,0.8315789473684211
5,6,4,He Be Hoppin,0.4074,0.4502,0.125,0.8526315789473684,-0.04416839298109965,,,"{'pos': [('trainer home = GP', 0.20097806032141058), ('purse change vs last', 0.15631830523418244), ('class rating change vs last', 0.10359907031131906)], 'neg': [('finish placement (last race)', -0.3236383811480433), ('blinkers change', -0.15388305046598538), ('career ITM%', -0.11152397153691371)]}",False,0.8526315789473684
6,1,7,Dama Du Sucre,0.6483,0.6348,0.2499,0.7789473684210526,-0.1709898599536922,,,"{'pos': [('no data: finish placement (last race)', 0.17799880760353645), ('no data: won last race', 0.17799880760353645), ('last race was maiden', 0.1393109969801694)], 'neg': [('last race field size', -0.19792310432560506), ('pace type last race    MISSING = ', -0.13084667880379144), ('speed figure last race', -0.09815271787715504)]}",False,0.7789473684210526
6,2,4,Early Spark,0.6213,0.5506,0.2292,0.7789473684210526,0.06784816914439762,,,"{'pos': [('no data: won last race', 0.17799880760353645), ('no data: finish placement (last race)', 0.17799880760353645), ('last race was maiden', 0.1393109969801694)], 'neg': [('pace type last race    MISSING = ', -0.13084667880379144), ('no data: avg finish placement (last 3)', -0.05188595575962573)]}",False,0.7789473684210526
6,3,1,Makeitlookez,0.42000000000000004,0.4383,0.1284,0.42105263157894735,-0.30258270959086153,,,"{'pos': [('jockey home = GP', 0.11615565700384489), ('jockey win% on surface', 0.0927075868976026), ('post position', 0.07331004964941165)], 'neg': [('trainer home = GP', -0.17226690884692336), ('no data: won last race', -0.07119952304141461), ('no data: finish placement (last race)', -0.07119952304141461)]}",True,0.42105263157894735
6,4,2,I'm Hot,0.4049,0.42189999999999994,0.1238,0.42105263157894735,-0.30258270959086153,,,"{'pos': [('trainer home = GP', 0.06890676353876934), ('trainer win% on surface', 0.06294040876072127), ('pace type last race    MISSING = ', 0.052338671521516555)], 'neg': [('jockey home = GP', -0.15487420933845986), ('no data: won last race', -0.07119952304141461), ('no data: finish placement (last race)', -0.07119952304141461)]}",True,0.42105263157894735
6,5,5,Lady Switz,0.3099,0.32889999999999997,0.0922,0.45263157894736844,-0.30258270959086153,,,"{'pos': [('jockey home = GP', 0.11615565700384489), ('trainer home = GP', 0.06890676353876934), ('pace type last race    MISSING = ', 0.052338671521516555)], 'neg': [('no data: won last race', -0.07119952304141461), ('no data: finish placement (last race)', -0.07119952304141461), ('trainer win% on surface', -0.06839385883092096)]}",True,0.45263157894736844
6,6,6,Epic Reay,0.30679999999999996,0.3212,0.0906,0.3894736842105263,-0.30258270959086153,,,"{'pos': [('pace type last race    MISSING = ', 0.052338671521516555)], 'neg': [('trainer home = GP', -0.17226690884692336), ('jockey home = GP', -0.15487420933845986), ('no data: won last race', -0.07119952304141461)]}",True,0.3894736842105263
6,7,3,Practical Bling,0.2888,0.3043,0.0859,0.42105263157894735,-0.30258270959086153,,,"{'pos': [('trainer home = GP', 0.06890676353876934), ('pace type last race    MISSING = ', 0.052338671521516555)], 'neg': [('jockey home = GP', -0.15487420933845986), ('no data: won last race', -0.07119952304141461), ('no data: finish placement (last race)', -0.07119952304141461)]}",True,0.42105263157894735
7,1,1,Justin Smiles,0.7274,0.6896,0.2998,0.8526315789473684,0.29935931201932314,,,"{'pos': [('purse change vs last', 0.13312614264879444), ('blinkers change', 0.13189975754227318), ('speed figure last race', 0.12055714196680031)], 'neg': [('trainer home = GP', -0.1378135270775387), ('starts at this track', -0.059946296958334006), ('mid-pack last race', -0.05921865330306123)]}",False,0.8526315789473684
7,2,5,Camigol,0.5357,0.486,0.1799,0.8947368421052632,0.31103653477429416,,,"{'pos': [('blinkers change', 0.13189975754227318), ('trainer home = GP', 0.10336014530815402), ('career win%', 0.06598851807700354)], 'neg': [('last race field size', -0.0989615531740116), ('finish placement (last race)', -0.07925837589104334)]}",False,0.8947368421052632
7,3,6,Enchanting Tale,0.5246,0.5153,0.1707,0.8947368421052632,0.13677791308448373,,,"{'pos': [('trainer home = GP', 0.10336014530815402), ('trainer win% rising class', 0.08214896253722831), ('trainer win% at track', 0.07882896318564457)], 'neg': [('last race field size', -0.0989615531740116), ('blinkers change', -0.09892481815670488), ('mid-pack last race', -0.05921865330306123)]}",False,0.8947368421052632
7,4,4,Beau Black,0.37079999999999996,0.368,0.1095,0.8,0.12194554303131722,,,"{'pos': [('purse change vs last', 0.14686981145467654), ('class rating change vs last', 0.10246061964749355), ('jockey win% on surface', 0.0812510202004792)], 'neg': [('finish placement (last race)', -0.3566627051963476), ('trainer home = GP', -0.1378135270775387), ('last race field size', -0.0989615531740116)]}",False,0.8
7,5,7,Valdero,0.3096,0.3032,0.0915,0.8421052631578947,0.12291669136862482,,,"{'pos': [('finish placement (last race)', 0.19814594428982588), ('last race field size', 0.13194873520586095), ('trouble in last trip', 0.08715681404621335)], 'neg': [('won last race', -0.15025505396734423), ('trainer home = GP', -0.1378135270775387), ('purse change vs last', -0.1292530357667147)]}",False,0.8421052631578947
7,6,3,Restock,0.2932,0.3217,0.0837,0.9052631578947369,-0.02267704680991378,,,"{'pos': [('trainer home = GP', 0.10336014530815402), ('no data: career win% on surface', 0.0647533186804528), ('won last race', 0.0601020215869377)], 'neg': [('closer last race', -0.09923792906637603), ('blinkers change', -0.09892481815670488), ('jockey win% on surface', -0.08438254007359383)]}",False,0.9052631578947369
7,7,2,Rockazo,0.23870000000000002,0.31620000000000004,0.0649,0.8526315789473684,-0.308341467932425,,,"{'pos': [('finish placement (last race)', 0.19814594428982588), ('last race was maiden', 0.1671731963762033), ('blinkers change', 0.13189975754227318)], 'neg': [('jockey home = GP', -0.23231131400768978), ('speed figure last race', -0.15389706052796562), ('won last race', -0.15025505396734423)]}",False,0.8526315789473684
8,1,8,Rodhan,0.42519999999999997,0.45829999999999993,0.153,0.8105263157894737,-0.10911856160906752,,,"{'pos': [('last race field size', 0.27367145394332504), ('trainer home = GP', 0.13398537354760706), ('speed figure last race', 0.0780005876398448)], 'neg': [('post position', -0.07331005301045061), ('career ITM%', -0.06449615785382223), ('career win%', -0.05252011410447066)]}",False,0.8105263157894737
8,2,4,Finest Gamble,0.411,0.4347,0.1387,0.7894736842105263,-0.07332394734938341,,,"{'pos': [('finish placement (last race)', 0.3544610838972751), ('avg finish placement (last 3)', 0.10406660142493228), ('blinkers change', 0.07694152523299269)], 'neg': [('last race field size', -0.11117902904928373), ('trainer home = GP', -0.10718829883808564), ('speed figure last race', -0.08536501146071232)]}",False,0.7894736842105263
8,3,2,Lodato,0.3948,0.37250000000000005,0.1351,0.7789473684210526,0.12020562240027821,,,"{'pos': [('career ITM%', 0.1366910422126942), ('jockey win% on surface', 0.07969545330344767), ('trouble in last trip', 0.07908673867156396)], 'neg': [('last race field size', -0.11117902904928373), ('trainer home = GP', -0.10718829883808564), ('avg finish placement (last 3)', -0.0688440567089096)]}",False,0.7789473684210526
8,4,1,Hillbilly Bob,0.3857,0.3722,0.1356,0.8105263157894737,0.07853859178690326,,,"{'pos': [('trainer home = GP', 0.13398537354760706), ('post position', 0.09774673362211596), ('blinkers change', 0.07694152523299269)], 'neg': [('jockey home = GP', -0.21080100715512592), ('finish placement (last race)', -0.2003475747133333), ('avg finish placement (last 3)', -0.08325328271219037)]}",False,0.8105263157894737
8,5,6,Magneto,0.38230000000000003,0.37270000000000003,0.1227,0.7473684210526316,0.06537723327440614,,,"{'pos': [('finish placement (last race)', 0.3544610838972751), ('career ITM%', 0.11215601723392069), ('avg finish placement (last 3)', 0.08965737542165149)], 'neg': [('jockey home = GP', -0.21080100715512592), ('last race field size', -0.11117902904928373), ('trainer home = GP', -0.10718829883808564)]}",False,0.7473684210526316
8,6,3,Lookingfor Stars,0.309,0.2987,0.0992,0.8421052631578947,0.06612701502342166,,,"{'pos': [('last race field size', 0.27367145394332504), ('trainer home = GP', 0.13398537354760706), ('trainer win% on surface', 0.10599849685675511)], 'neg': [('finish placement (last race)', -0.6164540367357673), ('blinkers change', -0.15388305046598535), ('career ITM%', -0.09471297800733931)]}",False,0.8421052631578947
8,7,7,Sky Masterson,0.2737,0.2526,0.0857,0.42105263157894735,0.1392426370849258,,,"{'pos': [('pace type last race    MISSING = ', 0.16283142251138488), ('starts at this track', 0.08450762971328275), ('finish placement (last race)', 0.0770567545919709)], 'neg': [('no data: won last race', -0.22150962723995649), ('no data: finish placement (last race)', -0.22150962723995649), ('purse change vs last', -0.1865663364922278)]}",True,0.42105263157894735
8,8,9,Sponge Time,0.21839999999999998,0.199,0.0702,0.7894736842105263,0.1480749435197719,,,"{'pos': [('career win%', 0.10478628795464412), ('finish placement (last race)', 0.0770567545919709), ('no data: career win% on surface', 0.06295461538377356)], 'neg': [('blinkers change', -0.15388305046598535), ('speed figure last race', -0.1451101325042848), ('last race field size', -0.11117902904928373)]}",False,0.7894736842105263
8,9,5,My Foolish Notion,0.19989999999999997,0.2393,0.0598,0.7684210526315789,-0.223633462561329,,,"{'pos': [('trainer home = GP', 0.13398537354760706), ('trouble in last trip', 0.07908673867156396), ('blinkers change', 0.07694152523299269)], 'neg': [('finish placement (last race)', -0.2003475747133333), ('last race field size', -0.11117902904928373), ('no data: closeness to winner (last race)', -0.07197060058504984)]}",False,0.7684210526315789
9,1,2,Dorothy,0.6135999999999999,0.5375,0.2278,0.8315789473684211,0.043469230388119784,,,"{'pos': [('blinkers change', 0.09892481815670488), ('finish placement (last race)', 0.0792583798015155), ('jockey home = GP', 0.07743710466922993)], 'neg': [('trainer home = GP', -0.17226690884692336), ('last race field size', -0.05497864244993367), ('pace type last race    MISSING = ', -0.05233867152151657)]}",False,0.8315789473684211
9,2,7,Slew Lady,0.504,0.5494,0.1778,0.8421052631578947,-0.44422718956517643,,,"{'pos': [('class rating change vs last', 0.1188543185114639), ('purse change vs last', 0.11288774553681583), ('blinkers change', 0.09892481815670488)], 'neg': [('last race field size', -0.13194873621707004), ('post position', -0.07331004813694411), ('career ITM%', -0.05840408162384765)]}",False,0.8421052631578947
9,3,4,Straightto Jail,0.4806,0.45419999999999994,0.1582,0.7684210526315789,-0.15857788067574252,,,"{'pos': [('finish placement (last race)', 0.0792583798015155), ('jockey home = GP', 0.07743710466922993), ('no data: won last race', 0.0711995230414146)], 'neg': [('blinkers change', -0.13189975754227318), ('career ITM%', -0.09022746198690763), ('jockey win% on surface', -0.08544207781809099)]}",False,0.7684210526315789
9,4,6,Baby Masha,0.4515,0.4597,0.1515,0.4842105263157895,-0.3025827095908616,,,"{'pos': [('pace type last race    MISSING = ', 0.13084667880379142), ('last race field size', 0.09896155216280253), ('finish placement (last race)', 0.0792583798015155)], 'neg': [('no data: won last race', -0.17799880760353648), ('no data: finish placement (last race)', -0.17799880760353648), ('last race was maiden', -0.13931099698016938)]}",True,0.4842105263157895
9,5,5,Authentic Star,0.3425,0.3719,0.1064,0.8,-0.40729239035019216,,,"{'pos': [('blinkers change', 0.09892481815670488), ('closeness to winner (last race)', 0.08377605127229905), ('no data: won last race', 0.0711995230414146)], 'neg': [('finish placement (last race)', -0.19814594950378872), ('jockey home = GP', -0.19359276167307482), ('speed figure last race', -0.08334979217627826)]}",False,0.8
9,6,1,Sweetgreen,0.3259,0.3332,0.0946,0.47368421052631576,-0.30258270959086153,,,"{'pos': [('pace type last race    MISSING = ', 0.13084667880379142), ('last race field size', 0.09896155216280253), ('finish placement (last race)', 0.0792583798015155)], 'neg': [('no data: won last race', -0.17799880760353648), ('no data: finish placement (last race)', -0.17799880760353648), ('last race was maiden', -0.13931099698016938)]}",True,0.47368421052631576
9,7,3,Irish Tale,0.2819,0.29410000000000003,0.0837,0.7263157894736842,-0.3382821979185865,,,"{'pos': [('blinkers change', 0.09892481815670488), ('no data: won last race', 0.0711995230414146), ('no data: finish placement (last race)', 0.0711995230414146)], 'neg': [('finish placement (last race)', -0.19814594950378872), ('jockey home = GP', -0.19359276167307482), ('trainer home = GP', -0.17226690884692336)]}",False,0.7263157894736842
