race_num,rank,pgm,horse,P(ITM),P(win),cov,ML,PrimePwr
4,6,1,Added Touch,0.28150000000000003,0.0941,0.8736842105263158,10/1,107.3
4,7,2,Raging Current,0.27449999999999997,0.0907,0.5894736842105263,8/1,107.3
4,8,5,Maxies Bubble Gum,0.26570000000000005,0.092,0.8210526315789474,15/1,101.5
4,9,10,Skylar's Mate,0.26339999999999997,0.0869,0.8210526315789474,20/1,86.0
4,10,8,Mo Biscuit,0.2591,0.0854,0.8315789473684211,12/1,
5,1,1,Ever Forward,0.5767,0.2261,0.8,3/1,124.3
5,2,2,Dixieland,0.37920000000000004,0.1292,0.5473684210526316,9/2,109.1
5,3,3,Devilish Delight,0.25329999999999997,0.0803,0.6,12/1,109.1
5,4,9,Madam Joker,0.2429,0.079,0.5473684210526316,15/1,
5,5,12,Jerri Jo,0.22360000000000002,0.0694,0.8,12/1,112.7
5,6,8,Etna,0.21919999999999998,0.0683,0.7894736842105263,6/1,122.3
5,7,10,Violent Gal,0.2118,0.0654,0.5684210526315789,8/1,113.9
5,8,7,That's the Girl,0.20759999999999998,0.0673,0.6,8/1,115.0
5,9,5,Prompt Response,0.2018,0.0594,0.7684210526315789,12/1,105.4
5,10,11,Miss Mc Cloud,0.19829999999999998,0.0615,0.7684210526315789,12/1,111.3
5,11,4,Lily's Revenge,0.1696,0.0557,0.8421052631578947,20/1,108.0
5,12,6,Seismic Shift,0.116,0.0384,0.7894736842105263,20/1,105.2
6,1,3,Military Cruiser,0.48150000000000004,0.1698,0.8526315789473684,7/2,128.4
6,2,7,Livehappy,0.47709999999999997,0.1631,0.8736842105263158,30/1,112.7
6,3,4,Zapd'Etat,0.40869999999999995,0.1387,0.8526315789473684,8/1,120.8
6,4,8,Magic Brew,0.39749999999999996,0.1324,0.6,6/1,118.6
6,5,2,Twilight Delight,0.3851,0.1299,0.8631578947368421,5/1,134.1
6,6,1,Mom's Spaghetti,0.31,0.1035,0.631578947368421,20/1,122.4
6,7,9,Double Talker,0.21710000000000002,0.0682,0.5157894736842106,2/1,128.9
6,8,10,Valiant Humor,0.1643,0.0499,0.8526315789473684,15/1,114.8
6,9,6,Frontier Justice,0.0801,0.0222,0.8421052631578947,8/1,104.0
6,10,5,Blue Coast,0.0786,0.0223,0.8210526315789474,30/1,92.7
7,1,1,Ali's Glory,0.3365,0.1164,0.8526315789473684,12/1,120.4
7,2,4,Take Charge Beach,0.3172,0.1133,0.6105263157894737,15/1,111.9
7,3,5,Mahogany Dream,0.23579999999999998,0.0784,0.8105263157894737,8/1,116.9
7,4,12,Apexion,0.22110000000000002,0.0743,0.5052631578947369,10/1,110.7
7,5,15,Signature,0.21350000000000002,0.0702,0.5052631578947369,9/2,
7,6,2,Fonzarelli,0.21039999999999998,0.0715,0.5052631578947369,7/2,111.6
7,7,9,Henriques,0.2067,0.068,0.5473684210526316,8/1,
7,8,7,Major Awe,0.1919,0.0645,0.5052631578947369,8/1,
7,9,6,Hickory,0.1748,0.06,0.8,5/1,112.9
7,10,10,Heise,0.1693,0.0513,0.5052631578947369,8/1,
7,11,8,Social Deception,0.1654,0.052,0.49473684210526314,10/1,
7,12,14,My Birthday Gift,0.1622,0.0543,0.8210526315789474,20/1,110.7
7,13,3,See You Soon,0.1496,0.0501,0.8421052631578947,20/1,111.6
7,14,13,Inthe Hunt,0.0958,0.0305,0.7789473684210526,30/1,110.7
7,15,11,Chrome,0.0776,0.0244,0.7789473684210526,20/1,106.1
7,16,16,Jokes Reserve,0.0722,0.0208,0.6,30/1,102.8
8,1,4,Next Up,0.47700000000000004,0.1792,0.8421052631578947,15/1,134.5
8,2,6,Lush Lips,0.4537,0.16,0.8421052631578947,2/5,151.9
8,3,2,She's Ona Roll,0.3188,0.1039,0.7894736842105263,50/1,124.0
8,4,10,Icona,0.3038,0.0982,0.8421052631578947,10/1,140.1
8,5,5,Streetwhereyoulive,0.2974,0.0951,0.8210526315789474,30/1,123.4
8,6,8,Daisy Flyer,0.2643,0.0838,0.8526315789473684,8/1,137.9
8,7,3,Totally Justified,0.2362,0.0745,0.7894736842105263,10/1,129.7
8,8,11,Devassa,0.2319,0.0767,0.5157894736842106,15/1,129.0
8,9,1,Sanctify,0.1865,0.0557,0.8315789473684211,20/1,128.2
8,10,7,Just Ruthless,0.1466,0.0457,0.8,12/1,136.1
8,11,9,Asteria,0.0838,0.0272,0.8421052631578947,50/1,117.3
9,1,3,Ciarlatano,0.3024,0.1048,0.7473684210526316,9/2,115.8
9,2,1,Coldspring,0.264,0.0921,0.5473684210526316,6/1,
9,3,8,Quigley,0.249,0.0837,0.5052631578947369,5/1,
9,4,2,Salty Viking,0.2234,0.0714,0.5368421052631579,12/1,115.8
9,5,7,Shays Gray,0.22060000000000002,0.0739,0.5368421052631579,12/1,
9,6,12,No Mo Sun,0.2192,0.0715,0.7789473684210526,6/1,111.3
9,7,5,Sip It,0.21780000000000002,0.0732,0.5052631578947369,10/1,
9,8,4,Tiny Tapper,0.18969999999999998,0.0617,0.5368421052631579,15/1,
9,9,11,Platinum Power,0.1842,0.063,0.4631578947368421,12/1,111.3
9,10,15,Line Astern,0.1795,0.0583,0.5368421052631579,10/1,
9,11,6,Mandalay,0.1708,0.0582,0.49473684210526314,20/1,
9,12,13,Smart N Centsible,0.1673,0.0535,0.5052631578947369,10/1,
9,13,9,El Enamorado,0.16110000000000002,0.0513,0.5263157894736842,15/1,107.4
9,14,14,Gut Reaction,0.1305,0.0428,0.4842105263157895,10/1,
9,15,10,Mega Blue,0.1205,0.0406,0.8315789473684211,6/1,107.4
