race_num,rank,pgm,horse,P(ITM),P(win),cov,ML,PrimePwr
5,4,2,Special Liberty,0.2118,0.071,0.3684210526315789,,
5,5,5,Missy,0.1994,0.067,0.3684210526315789,,
5,6,7,Jump Seat,0.19849999999999998,0.0685,0.4105263157894737,,
5,7,4,Don't Tell Mom,0.1966,0.066,0.4,,
5,8,13,Mayflower Girl,0.19640000000000002,0.0661,0.4105263157894737,,
5,9,3,Frost Brite,0.1906,0.0628,0.45263157894736844,,
5,10,8,Devious Lady,0.1892,0.0622,0.3684210526315789,,
5,11,11,Tajin Time,0.1634,0.0548,0.4105263157894737,,
5,12,9,Girl On a Tear,0.1624,0.054,0.4105263157894737,,
5,13,12,Jackie and Ginger,0.15100000000000002,0.0523,0.4421052631578947,,
5,14,15,Won'tcatchmecryan,0.1479,0.0504,0.6105263157894737,,
5,15,16,Ubiquitous Annie,0.1446,0.0424,0.4105263157894737,,
5,16,14,Miss Moneyball,0.14250000000000002,0.0456,0.4,,
6,1,6,Elewene,0.4448,0.1631,0.7263157894736842,,
6,2,5,Sweet Venture,0.42489999999999994,0.1494,0.7684210526315789,,
6,3,7,Callie's Dance,0.2695,0.093,0.7789473684210526,,
6,4,15,Sharply,0.2146,0.0708,0.45263157894736844,,
6,5,13,A Sip of Vino,0.2076,0.0647,0.45263157894736844,,
6,6,14,Tough Act,0.163,0.0541,0.43157894736842106,,
6,7,8,Placing Blame,0.1621,0.0508,0.47368421052631576,,
6,8,10,Absolute Lea W,0.16,0.0556,0.42105263157894735,,
6,9,3,Belladore,0.1571,0.0482,0.42105263157894735,,
6,10,1,Hipsofa Lady,0.15560000000000002,0.05,0.6947368421052632,,
6,11,12,Katie Jane,0.1506,0.0465,0.43157894736842106,,
6,12,2,Insta Lane,0.1494,0.0472,0.4105263157894737,,
6,13,4,Puzzled,0.1422,0.0451,0.42105263157894735,,
6,14,9,Revereign,0.10420000000000001,0.0309,0.45263157894736844,,
6,15,11,Speight Her Size,0.0944,0.0306,0.6526315789473685,,
7,1,2,Trouble Ahead,0.46640000000000004,0.1644,0.8736842105263158,,
7,2,5,Skynet,0.4356,0.1525,0.8736842105263158,,
7,3,4,Just Asap,0.35660000000000003,0.1163,0.8526315789473684,,
7,4,3,Stormthe Streets,0.3554,0.1174,0.8947368421052632,,
7,5,8,Capital Connection,0.3166,0.1053,0.8526315789473684,,
7,6,1,Nyquist Frequency,0.3044,0.101,0.4105263157894737,,
7,7,9,Cant Stop Munnings,0.3035,0.0986,0.8315789473684211,,
7,8,7,Editor,0.2718,0.0874,0.8105263157894737,,
7,9,6,Join,0.18969999999999998,0.0571,0.7368421052631579,,
8,1,10,Stunning Sapphire,0.3828,0.1334,0.7789473684210526,,
8,2,2,Miss Complicated,0.3584,0.1224,0.7684210526315789,,
8,3,4,Spina Tune,0.3456,0.1203,0.7368421052631579,,
8,4,12,La Cantera,0.3416,0.1172,0.8105263157894737,,
8,5,11,High South,0.3278,0.1102,0.7578947368421053,,
8,6,1,Sy B,0.2535,0.0821,0.4631578947368421,,
8,7,9,Jalila,0.2481,0.0799,0.8526315789473684,,
8,8,8,Smell the Lilies,0.19690000000000002,0.0623,0.42105263157894735,,
8,9,7,Easter Promise,0.1864,0.0623,0.42105263157894735,,
8,10,3,French Mistress,0.155,0.0488,0.7368421052631579,,
8,11,5,Ring Rights,0.1349,0.0412,0.8105263157894737,,
8,12,6,Shared Vision,0.069,0.0199,0.7052631578947368,,
9,1,5,Paradise Street,0.42010000000000003,0.1525,0.8105263157894737,,
9,2,11,Mundy Sweep,0.3944,0.136,0.7684210526315789,,
9,3,10,Sugar Doll,0.2446,0.0817,0.7473684210526316,,
9,4,3,Hey Miss Olivia,0.2408,0.0761,0.7684210526315789,,
9,5,2,Lexi V.,0.2359,0.078,0.7578947368421053,,
9,6,8,Toastthe Star,0.2303,0.0714,0.7368421052631579,,
9,7,7,By La Rina,0.22409999999999997,0.0788,0.7263157894736842,,
9,8,1,Fregata,0.1638,0.049,0.7052631578947368,,
9,9,4,Conqueress,0.15889999999999999,0.0531,0.7263157894736842,,
9,10,14,Wind Sand Stars,0.1557,0.049,0.4105263157894737,,
9,11,12,Secret Meet,0.1533,0.0498,0.4105263157894737,,
9,12,6,Balright,0.1441,0.0481,0.4421052631578947,,
9,13,13,Wangshu,0.12840000000000001,0.0411,0.45263157894736844,,
9,14,9,Lolly Poppin,0.1056,0.0354,0.7789473684210526,,
