race_num,rank,pgm,horse,P(ITM),P(win),cov,ML,PrimePwr,_reasons
9,5,7,Tab At Zanzibar,0.31679999999999997,0.099,0.4842105263157895,,,"{'pos': [('purse change vs last', 0.5754549916010833), ('jockey home = GP', 0.16939366646394047), ('career win%', 0.15450059455310108)], 'neg': [('finish position last race', -0.19071547582711945), ('no data: won last race', -0.1868987479837133), ('no data: finish position last race', -0.1868987479837133)]}"
9,6,5,Ryan's Run,0.2892,0.0837,0.8526315789473684,,,"{'pos': [('jockey win% on surface', 0.3033667102644288), ('career win% on surface', 0.25107448126226223), ('speed figure last race', 0.24154769455833103)], 'neg': [('purse change vs last', -1.2653640200867833), ('career win%', -0.3714118401863659), ('won last race', -0.15776780666571147)]}"
9,7,4,Langvad,0.24870000000000003,0.0743,0.8210526315789474,,,"{'pos': [('finish position last race', 0.22539101356861935), ('blinkers change', 0.17311843177423356), ('career win% on surface', 0.10963041005363472)], 'neg': [('purse change vs last', -0.7239466474303611), ('last race field size', -0.18280397977541235), ('career win%', -0.1621751031865289)]}"
9,8,8,Volendam,0.14100000000000001,0.0386,0.8526315789473684,,,"{'pos': [('career win%', 0.15450059455310108), ('last race field size', 0.12507640945006007), ('finish position last race', 0.08668885347818472)], 'neg': [('purse change vs last', -0.692098602921303), ('jockey win% on surface', -0.12238360625069544), ('career win% on surface', -0.10444243572899972)]}"
10,1,5,Luv Your Neighbor,0.6376,0.245,0.49473684210526314,,,"{'pos': [('purse change vs last', 1.3732312840223793), ('trainer home = GP', 0.18757952296664987), ('jockey win% on surface', 0.12279759743615881)], 'neg': [('no data: won last race', -0.11075481361997824), ('no data: finish position last race', -0.11075481361997824), (""at trainer's home track"", -0.10259874032260141)]}"
10,2,4,Irish Jig,0.5375,0.1798,0.45263157894736844,,,"{'pos': [('purse change vs last', 1.3732312840223793), ('jockey home = GP', 0.12045771837435768), ('pace type last race    MISSING = ', 0.08141571125569244)], 'neg': [('no data: won last race', -0.11075481361997824), ('no data: finish position last race', -0.11075481361997824), ('trainer home = GP', -0.05359414941904282)]}"
10,3,3,Niche,0.4462,0.1413,0.49473684210526314,,,"{'pos': [('purse change vs last', 1.3732312840223793), ('jockey home = GP', 0.12045771837435768), ('pace type last race    MISSING = ', 0.08141571125569244)], 'neg': [('jockey win% on surface', -0.11178132916448752), ('no data: won last race', -0.11075481361997824), ('no data: finish position last race', -0.11075481361997824)]}"
10,4,7,Little Miss Curlin,0.43679999999999997,0.1425,0.45263157894736844,,,"{'pos': [('purse change vs last', 1.3732312840223793), ('pace type last race    MISSING = ', 0.08141571125569244), ('career win%', 0.06484325539489011)], 'neg': [('jockey home = GP', -0.15057214796794707), ('no data: won last race', -0.11075481361997824), ('no data: finish position last race', -0.11075481361997824)]}"
10,5,8,Now Or Nevermore,0.376,0.1196,0.4842105263157895,,,"{'pos': [('purse change vs last', 1.3732312840223793), ('trainer home = GP', 0.18757952296664987), ('pace type last race    MISSING = ', 0.08141571125569244)], 'neg': [('jockey home = GP', -0.15057214796794707), ('no data: finish position last race', -0.11075481361997824), ('no data: won last race', -0.11075481361997824)]}"
10,6,1,Tessellate,0.3587,0.113,0.8,,,"{'pos': [('purse change vs last', 0.3058656471769625), ('no data: finish position last race', 0.13844351702497282), ('no data: won last race', 0.13844351702497282)], 'neg': [('finish position last race', -0.2619929781841448), ('career win%', -0.14659867874194493), ('pace type last race    MISSING = ', -0.10176963906961556)]}"
10,7,9,Ata Premium,0.1392,0.0401,0.8842105263157894,,,"{'pos': [('finish position last race', 0.43151784051689823), ('speed figure last race', 0.3502765906609246), ('career win% on surface', 0.23685849317073632)], 'neg': [('purse change vs last', -1.5504224729783316), ('career win%', -0.35576703046923397), ('last race field size', -0.2822236842246301)]}"
10,8,2,Tahlequah,0.0653,0.0184,0.7894736842105263,,,"{'pos': [('finish position last race', 0.2928156804264636), ('last race was maiden', 0.15169419671174), ('no data: won last race', 0.13844351702497282)], 'neg': [('purse change vs last', -1.7824584751643593), ('speed figure last race', -0.20003209638166844), ('class rating change vs last', -0.10678673299498843)]}"
10,9,6,Pearlof Pearl,0.0027,0.0003,0.8947368421052632,,,"{'pos': [('blinkers change', 0.20517740062131382), ('last race was maiden', 0.15169419671174), ('no data: won last race', 0.13844351702497282)], 'neg': [('purse change vs last', -3.839141119146169), ('finish position last race', -0.539397298365014), ('class rating change vs last', -0.24066860395715406)]}"
11,1,10,Skippylongstocking,0.8291000000000001,0.3765,0.7894736842105263,,,"{'pos': [('purse change vs last', 2.294157897128907), ('last race field size', 0.32327441434951687), ('finish position last race', 0.26353410964648677)], 'neg': [('career win%', -0.36886350536582213), ('won last race', -0.14724995288799736), ('blinkers change', -0.13849474541938683)]}"
11,2,2,Willy D's,0.6307,0.2086,0.8526315789473684,,,"{'pos': [('purse change vs last', 2.0775909440559057), ('career win%', 0.15974133540251967), ('finish position last race', 0.12483194955605215)], 'neg': [('jockey home = GP', -0.16261791980538284), ('career win% on surface', -0.1079851747941023), ('jockey win% on surface', -0.10390812204467174)]}"
