race_num,rank,pgm,horse,P(ITM),P(win),cov,ML,PrimePwr,_reasons
2,6,4,Juba's Heart,0.28400000000000003,0.0834,0.8210526315789474,,,"{'pos': [('won last race', 0.06010202158693769), ('career ITM%', 0.05824408437265094), ('jockey home = CT', 0.05523257399171133)], 'neg': [('finish placement (last race)', -0.21796054380242222), ('purse change vs last', -0.16630654161253966), ('jockey win% on surface', -0.09430332455396961)]}"
2,7,5,Directthe Show,0.2656,0.0792,0.8526315789473684,,,"{'pos': [('purse change vs last', 0.11358037885697757), ('class rating change vs last', 0.0847007791311726), ('no data: trainer win% rising class', 0.06943776063957072)], 'neg': [('finish placement (last race)', -0.21796054380242222), ('career ITM%', -0.16590392076474872), ('starts at this track', -0.13113253033188088)]}"
3,1,3,Stettie Hayesen,0.6045,0.2225,0.8,,,"{'pos': [('finish placement (last race)', 0.11888757491623607), ('career ITM%', 0.11341561755679494), ('last race field size', 0.07697009983439078)], 'neg': [('pace type last race    MISSING = ', -0.05233867152151657)]}"
3,2,6,Pedro's Fancy Man,0.5323,0.1871,0.8421052631578947,,,"{'pos': [('finish placement (last race)', 0.11888757491623607), ('trouble in last trip', 0.08715681404621335), ('no data: won last race', 0.0711995230414146)], 'neg': [('pace type last race    MISSING = ', -0.05233867152151657), ('trainer win% on surface', -0.05079658324531311)]}"
3,3,7,A Notable Nature,0.4838,0.1665,0.8526315789473684,,,"{'pos': [('finish placement (last race)', 0.25758973500667065), ('no data: finish placement (last race)', 0.0711995230414146), ('no data: won last race', 0.0711995230414146)], 'neg': [('last race field size', -0.15394019562394526), ('post position', -0.07331004813694411), ('pace type last race    MISSING = ', -0.05233867152151657)]}"
3,4,1,Ajax the Great,0.382,0.1173,0.4421052631578947,,,"{'pos': [('pace type last race    MISSING = ', 0.13084667880379142), ('post position', 0.07331004964941165), ('no data: avg finish placement (last 3)', 0.05188595575962572)], 'neg': [('no data: won last race', -0.17799880760353648), ('no data: finish placement (last race)', -0.17799880760353648), ('last race was maiden', -0.13931099698016938)]}"
3,5,5,Conejo Dorado,0.3718,0.1182,0.8105263157894737,,,"{'pos': [('no data: won last race', 0.0711995230414146), ('no data: finish placement (last race)', 0.0711995230414146), ('last race was maiden', 0.05572439879206777)], 'neg': [('career ITM%', -0.10480176959932716), ('closer last race', -0.09923792906637603), ('pace type last race    MISSING = ', -0.05233867152151657)]}"
3,6,2,Reportittourlawyer,0.3195,0.0962,0.8105263157894737,,,"{'pos': [('last race field size', 0.07697009983439078), ('no data: won last race', 0.0711995230414146), ('no data: finish placement (last race)', 0.0711995230414146)], 'neg': [('finish placement (last race)', -0.4359211019432423), ('career ITM%', -0.10480176959932716), ('closer last race', -0.09923792906637603)]}"
3,7,4,Jubas Ridge,0.3061,0.0922,0.45263157894736844,,,"{'pos': [('pace type last race    MISSING = ', 0.13084667880379142), ('no data: avg finish placement (last 3)', 0.05188595575962572)], 'neg': [('jockey home = MNR', -0.20354064756780577), ('no data: won last race', -0.17799880760353648), ('no data: finish placement (last race)', -0.17799880760353648)]}"
4,1,3,Edy's Flame,0.5912,0.2127,0.8947368421052632,,,"{'pos': [('finish placement (last race)', 0.22539101356861937), ('career win% on surface', 0.2026898296922989), ('career ITM%', 0.1534597624518419)], 'neg': [('career win%', -0.3007136898787768), ('blinkers change', -0.14426535981186128), ('won last race', -0.1314731722214262)]}"
4,2,1,Wynsome Cat,0.5353,0.1957,0.8526315789473684,,,"{'pos': [('career win%', 0.1949537121125705), ('career ITM%', 0.18816337309438663), ('closeness to winner (last race)', 0.11768997646898888)], 'neg': [('career win% on surface', -0.1323814550511986)]}"
4,3,7,Langleyswaterfall,0.38709999999999994,0.1289,0.8105263157894737,,,"{'pos': [('finish placement (last race)', 0.22539101356861937), ('career ITM%', 0.1127957953460732), ('blinkers change', 0.08655921588711676)], 'neg': [('won last race', -0.1314731722214262), ('jockey win% on surface', -0.07986667540092755), ('post position', -0.06109170601404975)]}"
4,4,6,Princess Blame,0.3702,0.1137,0.8631578947368421,,,"{'pos': [('blinkers change', 0.08655921588711676), ('won last race', 0.07888390333285572)], 'neg': [('speed figure last race', -0.12695840348284873), ('no data: trainer win% off layoff', -0.08773966633487629), ('2nd-back off layoff pattern', -0.0646900906357924)]}"
4,5,2,Forever Hustlin,0.3671,0.116,0.8526315789473684,,,"{'pos': [('speed figure last race', 0.14282819340114827), ('blinkers change', 0.08655921588711676), ('pace progression last race', 0.08134858721502962)], 'neg': [('finish placement (last race)', -0.19071547582711942), ('closer last race', -0.12156646310631064), ('career ITM%', -0.06912197101957473)]}"
4,6,5,Belle Ofthe Wood,0.35650000000000004,0.1124,0.8526315789473684,,,"{'pos': [('finish placement (last race)', 0.22539101356861937), ('last race field size', 0.1828039833146441), ('career win% on surface', 0.11329456079724745)], 'neg': [('career win%', -0.16847222932296693), ('blinkers change', -0.14426535981186128), ('won last race', -0.1314731722214262)]}"
4,7,8,Yesto Love,0.2703,0.0851,0.9052631578947369,,,"{'pos': [('career win%', 0.11171174452976634), ('blinkers change', 0.08655921588711676), ('speed figure last race', 0.0821495608510166)], 'neg': [('starts at this track', -0.1661012007597585), ('jockey win% on surface', -0.14058941935305208), ('post position', -0.08552839486026056)]}"
4,8,4,Slow No Mo,0.12229999999999999,0.0355,0.8210526315789474,,,"{'pos': [('career win%', 0.12307958965369503), ('won last race', 0.07888390333285572)], 'neg': [('finish placement (last race)', -0.4681198051324237), ('career ITM%', -0.26619955719830957), ('speed figure last race', -0.15496393359490532)]}"
5,1,10,Knight Sage,0.4163,0.1446,0.8105263157894737,,,"{'pos': [('finish placement (last race)', 0.39298946499510845), ('career ITM%', 0.2765374424721658), ('avg finish placement (last 3)', 0.1320845316419388)], 'neg': [('closer last race', -0.11577758391077203), ('blinkers change', -0.09617690654124086), ('post position', -0.08552839199287421)]}"
5,2,7,Goldeck,0.4087,0.1445,0.8526315789473684,,,"{'pos': [('trainer win% on surface', 0.1820267057987253), ('trainer win% at track', 0.17565660384956805), ('trainer win% (1yr)', 0.1671802964329258)], 'neg': [('blinkers change', -0.09617690654124086), ('career ITM%', -0.05598428580437616)]}"
5,3,9,Brother Moses,0.3355,0.1121,0.7684210526315789,,,"{'pos': [('finish placement (last race)', 0.2542873049046739), ('career ITM%', 0.09574498692656791), ('speed figure last race', 0.07872666005521116)], 'neg': [('blinkers change', -0.09617690654124086), ('closeness to winner (last race)', -0.06492003085140617), ('mid-pack last race', -0.062179585968214296)]}"
5,4,2,Moonlight Candy,0.2926,0.096,0.8315789473684211,,,"{'pos': [('jockey win% on surface', 0.20364097443085558), ('last race field size', 0.17318272159375203), ('blinkers change', 0.13464766915773718)], 'neg': [('finish placement (last race)', -0.5779256556379339), ('trainer win% at other tracks', -0.10061571528518747), ('avg finish placement (last 3)', -0.06964456951421005)]}"
5,5,1,Untangled,0.2742,0.0939,0.8,,,"{'pos': [('post position', 0.13440175821575034), ('finish placement (last race)', 0.11558513568980427), ('avg finish placement (last 3)', 0.060038421840107714)], 'neg': [('blinkers change', -0.09617690654124086), ('jockey win% on surface', -0.06172705220141518), ('last race field size', -0.057727573864584006)]}"
5,6,5,Pay Da Baby,0.22699999999999998,0.0727,0.8210526315789474,,,"{'pos': [('finish placement (last race)', 0.39298946499510845), ('blinkers change', 0.13464766915773718), ('jockey home = CT', 0.0579942026912969)], 'neg': [('purse change vs last', -0.2905956938025985), ('class rating change vs last', -0.12392042167743438), ('no data: trainer win% off layoff', -0.10723736996484878)]}"
5,7,6,We Miss You Chebo,0.219,0.0705,0.7894736842105263,,,"{'pos': [('closeness to winner (last race)', 0.23959436992979974), ('trouble in last trip', 0.08473579143381854)], 'neg': [('speed figure last race', -0.18545884929790252), ('blinkers change', -0.09617690654124086), ('jockey win% on surface', -0.08922444842888537)]}"
5,8,12,Judas Beast,0.2082,0.0672,0.43157894736842106,,,"{'pos': [('pace type last race    MISSING = ', 0.16791990446486565), ('finish placement (last race)', 0.11558513568980427), ('avg finish placement (last 3)', 0.10326608412750454)], 'neg': [('no data: won last race', -0.22843180309120514), ('no data: finish placement (last race)', -0.22843180309120514), ('last race was maiden', -0.17878244612455077)]}"
5,9,3,Revision,0.1931,0.0614,0.8526315789473684,,,"{'pos': [('jockey win% on surface', 0.11118273920053952), ('last race field size', 0.09621262074815218), ('post position', 0.08552839111060145)], 'neg': [('finish placement (last race)', -0.3005213719548045), ('avg finish placement (last 3)', -0.1128722385397978), ('blinkers change', -0.09617690654124086)]}"
5,10,8,Feeling Enchanted,0.15660000000000002,0.0504,0.7789473684210526,,,"{'pos': [('blinkers change', 0.13464766915773718)], 'neg': [('finish placement (last race)', -0.16181919361549996), ('jockey win% on surface', -0.11757619306075061), ('mid-pack last race', -0.062179585968214296)]}"
5,11,4,Juba Jack,0.1456,0.0463,0.7894736842105263,,,"{'pos': [('blinkers change', 0.13464766915773718), ('post position', 0.061091707558027016), ('distance change vs last', 0.055673733538747744)], 'neg': [('finish placement (last race)', -0.3005213719548045), ('closer last race', -0.11577758391077203), ('avg finish placement (last 3)', -0.09846301253651701)]}"
5,12,11,Twister City,0.1232,0.0404,0.8210526315789474,,,"{'pos': [('blinkers change', 0.13464766915773718), ('finish placement (last race)', 0.11558513568980427), ('trouble in last trip', 0.08473579143381854)], 'neg': [('purse change vs last', -0.15221391684274513), ('last race field size', -0.13469766763172036), ('class rating change vs last', -0.11913893833888568)]}"
6,1,6,Improbable Dream,0.4216,0.1518,0.47368421052631576,,,"{'pos': [('jockey win% on surface', 0.3193500331132153), ('pace type last race    MISSING = ', 0.1099112101951848), ('finish placement (last race)', 0.09709151753796523)], 'neg': [('no data: finish placement (last race)', -0.14951899838697064), ('no data: won last race', -0.14951899838697064), ('last race was maiden', -0.11702123746334231)]}"
6,2,4,Mi Gamble,0.4069,0.1444,0.7473684210526316,,,"{'pos': [('blinkers change', 0.18465966055918245), ('no data: won last race', 0.09967933225798042), ('no data: finish placement (last race)', 0.09967933225798042)], 'neg': [('last race field size', -0.13854617373576988), ('pace type last race    MISSING = ', -0.0732741401301232), ('jockey win% on surface', -0.06511095208050567)]}"
6,3,9,Let Da Blood Talk,0.3105,0.1008,0.47368421052631576,,,"{'pos': [('pace type last race    MISSING = ', 0.1099112101951848), ('finish placement (last race)', 0.09709151753796523), ('last race field size', 0.09236411464410269)], 'neg': [('no data: won last race', -0.14951899838697064), ('no data: finish placement (last race)', -0.14951899838697064), ('last race was maiden', -0.11702123746334231)]}"
6,4,2,Gil the Trail Boss,0.3103,0.1039,0.5157894736842106,,,"{'pos': [('pace type last race    MISSING = ', 0.1099112101951848), ('finish placement (last race)', 0.09709151753796523), ('last race field size', 0.09236411464410269)], 'neg': [('no data: won last race', -0.14951899838697064), ('no data: finish placement (last race)', -0.14951899838697064), ('last race was maiden', -0.11702123746334231)]}"
6,5,10,Honorary American,0.3014,0.1005,0.4105263157894737,,,"{'pos': [('pace type last race    MISSING = ', 0.1099112101951848), ('finish placement (last race)', 0.09709151753796523), ('last race field size', 0.09236411464410269)], 'neg': [('no data: won last race', -0.14951899838697064), ('no data: finish placement (last race)', -0.14951899838697064), ('last race was maiden', -0.11702123746334231)]}"
6,6,3,Ojin,0.2797,0.087,0.7263157894736842,,,"{'pos': [('no data: finish placement (last race)', 0.09967933225798042), ('no data: won last race', 0.09967933225798042), ('last race was maiden', 0.07801415830889485)], 'neg': [('last race field size', -0.13854617373576988), ('avg finish placement (last 3)', -0.09582132125231979), ('pace type last race    MISSING = ', -0.0732741401301232)]}"
6,7,7,Saint Shance,0.2661,0.0778,0.8526315789473684,,,"{'pos': [('jockey win% on surface', 0.16675046036225855), ('trainer win% on surface', 0.15275773914016216), ('trainer win% at track', 0.150659639101348)], 'neg': [('finish placement (last race)', -0.3190149901066435), ('avg finish placement (last 3)', -0.11743515576511367), ('class rating change vs last', -0.11427775113855929)]}"
6,8,8,Zaptastic,0.2516,0.0836,0.8947368421052632,,,"{'pos': [('finish placement (last race)', 0.3744958468432694), ('career win%', 0.14598457283667024), ('no data: finish placement (last race)', 0.09967933225798042)], 'neg': [('starts at this track', -0.1730949377550639), ('last race field size', -0.13854617373576988), ('career ITM%', -0.1126613298530743)]}"
6,9,1,Awegod,0.24420000000000003,0.0812,0.8736842105263158,,,"{'pos': [('blinkers change', 0.18465966055918245), ('post position', 0.10996507528076682), ('no data: won last race', 0.09967933225798042)], 'neg': [('finish placement (last race)', -0.3190149901066435), ('class rating change vs last', -0.11905923447710798), ('no data: trainer win% off layoff', -0.09358897742386804)]}"
6,10,5,Honorthe Bull,0.2077,0.069,0.8210526315789474,,,"{'pos': [('closeness to winner (last race)', 0.3271108745243889), ('no data: finish placement (last race)', 0.09967933225798042), ('no data: won last race', 0.09967933225798042)], 'neg': [('jockey win% on surface', -0.20917349583467135), ('speed figure last race', -0.18978414929620738), ('finish placement (last race)', -0.180312811767339)]}"
7,1,7,Life Is Daily,0.5579000000000001,0.2034,0.8736842105263158,,,"{'pos': [('jockey win% on surface', 0.3303769412452229), ('career win% on surface', 0.18501243898770775), ('finish placement (last race)', 0.1213643935007934)], 'neg': [('career win%', -0.273686948808472), ('blinkers change', -0.14426535981186128), ('post position', -0.06109170601404975)]}"
7,2,6,Tricks Rfor Juba,0.46120000000000005,0.1598,0.8105263157894737,,,"{'pos': [('finish placement (last race)', 0.260066553591228), ('career win% on surface', 0.14071821366694393), ('career ITM%', 0.12427555120686176)], 'neg': [('career win%', -0.2081629762591223), ('won last race', -0.15776780666571147), ('closeness to winner (last race)', -0.061198786481619236)]}"
7,3,2,This Juice B Loose,0.45530000000000004,0.1564,0.8526315789473684,,,"{'pos': [('finish placement (last race)', 0.1213643935007934), ('blinkers change', 0.08655921588711676), ('avg finish placement (last 3)', 0.0666426480852951)], 'neg': [('career ITM%', -0.10623632645334427), ('jockey win% on surface', -0.05408404394849809)]}"
7,4,3,Mr.Dumbledore,0.3683,0.1165,0.8105263157894737,,,"{'pos': [('finish placement (last race)', 0.260066553591228), ('speed figure last race', 0.08985107839581472), ('career win%', 0.06756495224328615)], 'neg': [('won last race', -0.15776780666571147), ('blinkers change', -0.14426535981186128), ('starts at this track', -0.12239035541561405)]}"
7,5,8,Noble Ruling,0.3677,0.1205,0.8105263157894737,,,"{'pos': [('blinkers change', 0.08655921588711676), ('won last race', 0.05258926888857048), ('closeness to winner (last race)', 0.051783589427433524)], 'neg': [('post position', -0.08552839486026056), ('last race field size', -0.057727574749391955), ('jockey win% on surface', -0.05408404394849809)]}"
7,6,1,Direct Appeal,0.2816,0.0905,0.8315789473684211,,,"{'pos': [('career win%', 0.17553033922259093), ('career ITM%', 0.10837908325708831), ('blinkers change', 0.08655921588711676)], 'neg': [('finish placement (last race)', -0.29474209589494543), ('starts at this track', -0.18358553817697834), ('career win% on surface', -0.11865854751964602)]}"
7,7,4,WV Lad,0.2719,0.0864,0.8842105263157894,,,"{'pos': [('closeness to winner (last race)', 0.08944437639319591), ('blinkers change', 0.08655921588711676), ('won last race', 0.05258926888857048)], 'neg': [('finish placement (last race)', -0.29474209589494543), ('avg finish placement (last 3)', -0.06304034102295901), ('speed figure last race', -0.0585782274997797)]}"
7,8,5,Long Legged Luis,0.23609999999999998,0.0665,0.4421052631578947,,,"{'pos': [('jockey home = GP', 0.23715113304951665), ('career win%', 0.1729069913217812), ('pace type last race    MISSING = ', 0.1602871815346445)], 'neg': [('no data: won last race', -0.21804853931433218), ('no data: finish placement (last race)', -0.21804853931433218), ('speed figure last race', -0.19673885134863867)]}"
8,1,10,Solomons Gold,0.43069999999999997,0.1523,0.9157894736842105,,,"{'pos': [('career ITM%', 0.27588031631502935), ('career win% on surface', 0.1980245333970645), ('jockey win% on surface', 0.18607878689027574)], 'neg': [('career win%', -0.24077806931154774), ('blinkers change', -0.16787241869016586), ('last race field size', -0.11195650645989241)]}"
8,2,11,Oleg,0.3628,0.1235,0.8421052631578947,,,"{'pos': [('finish placement (last race)', 0.15131145483683), ('closeness to winner (last race)', 0.09674421809044595), ('career win%', 0.09015253921421432)], 'neg': [('post position', -0.12218341519626066), ('last race field size', -0.11195650645989241), ('career win% on surface', -0.07393718992695825)]}"
8,3,8,Absolute Grit,0.34750000000000003,0.1188,0.8736842105263158,,,"{'pos': [('career ITM%', 0.30188981949137184), ('career win% on surface', 0.13317309750846512), ('jockey win% on surface', 0.09362055165995967)], 'neg': [('career win%', -0.1935577926269617), ('mid-pack last race', -0.06783227560168832), ('closeness to winner (last race)', -0.0635831548673304)]}"
8,4,7,Jester's Song,0.3251,0.1146,0.8631578947368421,,,"{'pos': [('finish placement (last race)', 0.15131145483683), ('career ITM%', 0.1331171681276167), ('last race field size', 0.11895378899844364)], 'neg': [('jockey win% on surface', -0.07066056849834224)]}"
8,5,6,Flag Officer,0.3163,0.106,0.8736842105263158,,,"{'pos': [('finish placement (last race)', 0.29001361492726463), ('career win%', 0.11389870289603074), ('starts at this track', 0.08662694167363946)], 'neg': [('last race field size', -0.11195650645989241), ('speed figure last race', -0.06814679302125906), ('trainer win% on surface', -0.06569903686032379)]}"
8,6,1,It's Sizzling Time,0.2441,0.077,0.8631578947368421,,,"{'pos': [('career win%', 0.14986243959096618), ('post position', 0.12218341680039288), ('jockey win% on surface', 0.0703332786121864)], 'neg': [('finish placement (last race)', -0.2647950436833438), ('career win% on surface', -0.11430109680000344), ('career ITM%', -0.08156430043665142)]}"
8,7,5,Emirates Honor,0.2076,0.0645,0.8526315789473684,,,"{'pos': [('blinkers change', 0.06295215700881218)], 'neg': [('finish placement (last race)', -0.1260928744684742), ('no data: trainer win% off layoff', -0.10635111070894095), ('career win%', -0.0776742093657268)]}"
8,8,3,Excitable Boy,0.2069,0.0665,0.8947368421052632,,,"{'pos': [('trainer win% on surface', 0.132438647068683), ('trainer win% at track', 0.12988862764437964), ('trainer win% at distance', 0.09006076713168153)], 'neg': [('blinkers change', -0.16787241869016586), ('finish placement (last race)', -0.1260928744684742), ('speed figure last race', -0.10828805223215593)]}"
8,9,2,Outdoor Cat,0.20390000000000003,0.0634,0.4631578947368421,,,"{'pos': [('pace type last race    MISSING = ', 0.16653213665937092), ('starts at this track', 0.10411128024495891), ('post position', 0.09774673501236389)], 'neg': [('no data: won last race', -0.2265439369499555), ('no data: finish placement (last race)', -0.2265439369499555), ('purse change vs last', -0.1987311248996974)]}"
8,10,9,Smooth Rico,0.1896,0.0605,0.8315789473684211,,,"{'pos': [('finish placement (last race)', 0.15131145483683), ('career win%', 0.13057154892263115), ('speed figure last race', 0.0653462326134422)], 'neg': [('career ITM%', -0.3220075400725866), ('starts at this track', -0.14941159994187433), ('career win% on surface', -0.11919133518423182)]}"
8,11,4,Cowboy At Heart,0.1655,0.0529,0.8315789473684211,,,"{'pos': [('wins at this track', 0.1971720133865872), ('last race field size', 0.11895378899844364), ('speed figure last race', 0.11295564489885525)], 'neg': [('starts at this track', -0.3417393197498808), ('finish placement (last race)', -0.2647950436833438), ('career ITM%', -0.15240918377384863)]}"
