race_num,rank,pgm,horse,P(ITM),P(win),cov,ML,PrimePwr
6,6,8,Placing Blame,0.1911,0.063,0.47368421052631576,,
6,7,14,Tough Act,0.1547,0.0513,0.43157894736842106,,
6,8,3,Belladore,0.15289999999999998,0.0467,0.42105263157894735,,
6,9,10,Absolute Lea W,0.1516,0.0526,0.42105263157894735,,
6,10,2,Insta Lane,0.1439,0.0453,0.4105263157894737,,
6,11,12,Katie Jane,0.1428,0.0442,0.43157894736842106,,
6,12,1,Hipsofa Lady,0.1411,0.045,0.6947368421052632,,
6,13,4,Puzzled,0.13779999999999998,0.043,0.42105263157894735,,
6,14,9,Revereign,0.1159,0.0354,0.45263157894736844,,
6,15,11,Speight Her Size,0.09040000000000001,0.029,0.6526315789473685,,
7,1,2,Trouble Ahead,0.5045,0.1853,0.8736842105263158,,
7,2,5,Skynet,0.42169999999999996,0.1459,0.8736842105263158,,
7,3,3,Stormthe Streets,0.4107,0.1373,0.8947368421052632,,
7,4,4,Just Asap,0.3659,0.1185,0.8526315789473684,,
7,5,8,Capital Connection,0.34309999999999996,0.1163,0.8526315789473684,,
7,6,7,Editor,0.2797,0.0877,0.8105263157894737,,
7,7,1,Nyquist Frequency,0.2617,0.0818,0.4105263157894737,,
7,8,9,Cant Stop Munnings,0.24869999999999998,0.0777,0.8315789473684211,,
7,9,6,Join,0.16399999999999998,0.0495,0.7368421052631579,,
8,1,10,Stunning Sapphire,0.3798,0.1325,0.7789473684210526,,
8,2,12,La Cantera,0.32830000000000004,0.1145,0.8105263157894737,,
8,3,9,Jalila,0.3157,0.1041,0.8526315789473684,,
8,4,2,Miss Complicated,0.312,0.1049,0.7684210526315789,,
8,5,1,Sy B,0.3055,0.1024,0.4631578947368421,,
8,6,4,Spina Tune,0.2897,0.0991,0.7368421052631579,,
8,7,11,High South,0.272,0.0884,0.7578947368421053,,
8,8,8,Smell the Lilies,0.20450000000000002,0.0672,0.42105263157894735,,
8,9,7,Easter Promise,0.196,0.0654,0.42105263157894735,,
8,10,3,French Mistress,0.1772,0.0561,0.7368421052631579,,
8,11,5,Ring Rights,0.1601,0.0486,0.8105263157894737,,
8,12,6,Shared Vision,0.0592,0.0168,0.7052631578947368,,
9,1,5,Paradise Street,0.40020000000000006,0.1428,0.8105263157894737,,
9,2,11,Mundy Sweep,0.3934,0.1365,0.7684210526315789,,
9,3,3,Hey Miss Olivia,0.27759999999999996,0.0904,0.7684210526315789,,
9,4,10,Sugar Doll,0.26880000000000004,0.0892,0.7473684210526316,,
9,5,7,By La Rina,0.2267,0.0797,0.7263157894736842,,
9,6,2,Lexi V.,0.185,0.0626,0.7578947368421053,,
9,7,8,Toastthe Star,0.183,0.055,0.7368421052631579,,
9,8,6,Balright,0.1723,0.0569,0.4421052631578947,,
9,9,4,Conqueress,0.164,0.0554,0.7263157894736842,,
9,10,14,Wind Sand Stars,0.1613,0.0499,0.4105263157894737,,
9,11,12,Secret Meet,0.1592,0.0515,0.4105263157894737,,
9,12,13,Wangshu,0.15,0.0488,0.45263157894736844,,
9,13,1,Fregata,0.1351,0.0407,0.7052631578947368,,
9,14,9,Lolly Poppin,0.1234,0.0406,0.7789473684210526,,
