race_num,rank,pgm,horse,P(ITM),base,P(win),cov,_rr_delta,ML,PrimePwr,_reasons,_shipper,_corpus_cov,actual
10,3,3,Niche,0.4707,0.48919999999999997,0.1445,0.6526315789473685,0.12628334963994559,8/1,129.7,"{'pos': [('purse change vs last', 1.2359733374055453), ('trainer starts at other tracks', 0.10406379179671948), ('jockey home = GP', 0.09956762836877625)], 'neg': [('jockey win% on surface', -0.1131885901288712), ('trainer home = GP', -0.10409793634672888), ('trainer win% on surface', -0.08376741080634131)]}",True,0.5157894736842106,1.0
10,4,7,Little Miss Curlin,0.37870000000000004,0.4002,0.1147,0.6210526315789474,0.10231087000043115,12/1,133.3,"{'pos': [('purse change vs last', 1.2359733374055453), ('career win% on surface', 0.20216684022663023), ('trainer starts at other tracks', 0.10500855400971632)], 'neg': [('jockey home = GP', -0.12445953546097033), ('trainer home = GP', -0.10409793634672888), ('no data: won last race', -0.0804453574811396)]}",True,0.47368421052631576,6.0
10,5,1,Tessellate,0.322,0.323,0.0956,0.9052631578947369,0.20389165071072457,10/1,130.9,"{'pos': [('purse change vs last', 0.2752936211868987), ('trainer win% on surface', 0.14454735511431338), ('trainer home = GP', 0.1301224204334111)], 'neg': [('trainer starts at other tracks', -0.36264866825213815), ('finish placement (last race)', -0.26098376609111607), ('career win%', -0.15095060778699987)]}",False,0.8526315789473684,4.0
10,6,8,Now Or Nevermore,0.3094,0.3456,0.0907,0.631578947368421,0.03429061068029293,12/1,126.8,"{'pos': [('purse change vs last', 1.2359733374055453), ('trainer home = GP', 0.1301224204334111), ('trainer starts at other tracks', 0.10385384481724187)], 'neg': [('jockey home = GP', -0.12445953546097033), ('career win% on surface', -0.1124835957669182), ('jockey win% on surface', -0.1072982494629501)]}",True,0.5052631578947369,8.0
10,7,9,Ata Premium,0.1264,0.125,0.0345,0.9052631578947369,0.22695126844608815,9/5,133.5,"{'pos': [('finish placement (last race)', 0.4298556081023973), ('speed figure last race', 0.2796165039133956), ('career win% on surface', 0.1749748122002941)], 'neg': [('purse change vs last', -1.3954537625961014), ('career win%', -0.3663283467254454), ('last race field size', -0.29115496026593657)]}",False,0.9052631578947369,2.0
10,8,2,Tahlequah,0.07849999999999999,0.07419999999999999,0.0209,0.9052631578947369,0.2434881824605628,10/1,120.9,"{'pos': [('finish placement (last race)', 0.2916877332636946), ('blinkers change', 0.18982251179528925), ('last race was maiden', 0.1684896045101823)], 'neg': [('purse change vs last', -1.6042972094931016), ('trainer starts at other tracks', -0.36264866825213815), ('speed figure last race', -0.24093881505270248)]}",False,0.8526315789473684,3.0
10,9,6,Pearlof Pearl,0.0024999999999999996,0.0029,0.0003,0.9263157894736842,0.115665106409236,50/1,120.4,"{'pos': [('blinkers change', 0.18982251179528925), ('last race was maiden', 0.1684896045101823), ('career win%', 0.11666978762889901)], 'neg': [('purse change vs last', -3.4554093361254203), ('finish placement (last race)', -0.5373195157685213), ('class rating change vs last', -0.2353063388978561)]}",False,0.9263157894736842,9.0
11,1,10,Skippylongstocking,0.7535000000000001,0.7526999999999999,0.3111,0.9157894736842105,0.41965410544751347,3/1,147.0,"{'pos': [('purse change vs last', 2.064850963992739), ('last race field size', 0.3335047743988975), ('finish placement (last race)', 0.2625189612910511)], 'neg': [('career win%', -0.37981356862725874), ('trainer starts at other tracks', -0.3389071470938638), ('won last race', -0.15471541937736166)]}",False,0.8631578947368421,3.0
11,2,2,Willy D's,0.6371,0.5799,0.2281,0.8947368421052632,0.6637990830152934,5/1,143.3,"{'pos': [('purse change vs last', 1.8699304239725019), ('career win%', 0.1644834133863431), ('trainer home = GP', 0.163954249746098)], 'neg': [('jockey home = GP', -0.13441629829784796), ('career win% on surface', -0.13072835585353482), ('shipping in today', -0.07656764656170421)]}",False,0.8947368421052632,1.0
11,3,7,Dragoon Guard,0.5145,0.5086,0.153,0.9157894736842105,0.444767787596439,6/1,139.2,"{'pos': [('purse change vs last', 1.5775496277732808), ('finish placement (last race)', 0.2625189612910511), ('blinkers change', 0.1952460121322975)], 'neg': [('won last race', -0.15471541937736166), ('last race field size', -0.14293062178349922), ('pace progression last race', -0.0980939285624276)]}",False,0.9052631578947369,7.0
11,4,6,Bullard,0.4041,0.4548,0.1203,0.6526315789473685,0.2164478848971837,6/1,138.1,"{'pos': [('purse change vs last', 1.8699304239725019), ('career win%', 0.1644834133863431), ('pace type last race    MISSING = ', 0.12820560583085475)], 'neg': [('jockey recency (days since win)', -0.24083639803666074), ('no data: finish placement (last race)', -0.16290184889930767), ('no data: won last race', -0.16290184889930767)]}",True,0.5157894736842106,9.0
11,5,8,Banishing,0.3028,0.3145,0.083,0.9368421052631579,0.37055775056365214,4/1,142.5,"{'pos': [('purse change vs last', 0.4915638139598555), ('finish placement (last race)', 0.2625189612910511), ('career win% on surface', 0.13056030064855734)], 'neg': [('career win%', -0.22918469739950492), ('won last race', -0.15471541937736166), ('jockey home = GP', -0.13441629829784796)]}",False,0.9368421052631579,2.0
11,6,1,Gigante,0.24609999999999999,0.24470000000000003,0.0653,0.8842105263157894,0.4278468969466791,12/1,136.0,"{'pos': [('purse change vs last', 0.8628410635207998), ('career win%', 0.1644834133863431), ('jockey win% on surface', 0.13431009388898016)], 'neg': [('finish placement (last race)', -0.42832041290246226), ('career ITM%', -0.1611281544321237), ('last race field size', -0.14293062178349922)]}",False,0.7789473684210526,6.0
11,7,5,Princeof Power,0.0953,0.0938,0.0265,0.9263157894736842,0.4425232137336286,20/1,132.1,"{'pos': [('career ITM%', 0.13333522788810803), ('finish placement (last race)', 0.12435108645234846), ('trainer starts at other tracks', 0.12171684663845475)], 'neg': [('purse change vs last', -0.595998192971352), ('closer last race', -0.10052388412442922), ('jockey win% on surface', -0.10047534952014835)]}",False,0.9263157894736842,4.0
11,8,4,Full Screen,0.033100000000000004,0.0348,0.0087,0.8947368421052632,0.36098844250560624,15/1,140.5,"{'pos': [('blinkers change', 0.1952460121322975), ('career win%', 0.1644834133863431), ('trainer home = GP', 0.163954249746098)], 'neg': [('purse change vs last', -1.0506645108562989), ('trainer starts at other tracks', -0.3389071470938638), ('first-time blinkers', -0.23820944521731519)]}",False,0.8736842105263158,10.0
11,9,3,Xcellent Start,0.0127,0.0154,0.0038,0.9368421052631579,0.22617339049538465,50/1,124.2,"{'pos': [('last race field size', 0.17469298543403264), ('speed figure last race', 0.1486061430604294), ('wins at this track', 0.13429531154994365)], 'neg': [('purse change vs last', -1.736099300619812), ('finish placement (last race)', -0.42832041290246226), ('starts at this track', -0.20792364507095856)]}",False,0.9368421052631579,8.0
11,10,9,Barbadian Runner,0.0007999999999999999,0.0007999999999999999,0.0002,0.9157894736842105,0.5060398875843326,9/2,145.6,"{'pos': [('trainer starts at other tracks', 0.1287500751679906), ('finish placement (last race)', 0.12435108645234846), ('won last race', 0.06630660830458357)], 'neg': [('purse change vs last', -5.353904312744216), ('last race field size', -0.14293062178349922), ('jockey home = GP', -0.13441629829784796)]}",False,0.9157894736842105,5.0
12,1,3,Teachintherelease,0.7296,0.7212,0.2733,0.9368421052631579,0.2198702354419233,7/5,133.9,"{'pos': [('finish placement (last race)', 0.16580144980644324), ('wins at this track', 0.12639559720733742), ('career ITM%', 0.10218714343638474)], 'neg': [('won last race', -0.13261321660916714), ('career win%', -0.12602866078306363), ('pace progression last race', -0.10095102995317312)]}",False,0.9368421052631579,1.0
12,2,2,Rayof Sunshine,0.6525000000000001,0.6541,0.2143,0.9157894736842105,0.16316603769618787,9/2,126.8,"{'pos': [('career win%', 0.18763361118415378), ('won last race', 0.0884088110727781), ('trainer win% on surface', 0.08695980449965923)], 'neg': [('career win% on surface', -0.12453773868163151), ('jockey win% on surface', -0.08987914674357683), ('wins at this track', -0.07109752035347382)]}",False,0.9157894736842105,4.0
12,3,5,Spotafreeone,0.6055,0.5978,0.1984,0.9157894736842105,0.20292050237341686,4/1,128.8,"{'pos': [('jockey win% on surface', 0.20053761129399103), ('finish placement (last race)', 0.16580144980644324), ('career win% on surface', 0.08999097176225657)], 'neg': [('career win%', -0.1355840349760873), ('won last race', -0.13261321660916714), ('career ITM%', -0.09461999266963544)]}",False,0.9157894736842105,3.0
12,4,7,Jubawithatwist,0.5292,0.48960000000000004,0.1687,0.9368421052631579,0.33616281101613754,7/2,127.5,"{'pos': [('won last race', 0.0884088110727781), ('speed figure last race', 0.06675148201339035), ('career win% on surface', 0.05343025236153276)], 'neg': [('jockey win% on surface', -0.1578032284468971), ('trainer win% on surface', -0.11118626945181215), ('jockey win% (90d)', -0.09604279300972138)]}",False,0.9368421052631579,2.0
12,5,1,Runaldo,0.48319999999999996,0.5373000000000001,0.1453,0.9157894736842105,-0.040221195781998786,12/1,120.8,"{'pos': [('closeness to winner (last race)', 0.22655219660171544), ('career win%', 0.154479314189711), ('won last race', 0.0884088110727781)], 'neg': [('finish placement (last race)', -0.38687004954836746), ('speed figure last race', -0.17670551301781307), ('career win% on surface', -0.10253228317966573)]}",False,0.9157894736842105,5.0
13,1,5,Zip Start,0.6058,0.6038,0.2226,0.9052631578947369,0.10309666660879477,6/1,116.3,"{'pos': [('jockey win% on surface', 0.30053837867752203), ('finish placement (last race)', 0.12281588824413348), ('purse change vs last', 0.12073337785075666)], 'neg': [('avg finish placement (last 3)', -0.09073220739422787), ('career win%', -0.08201273044289681), ('trainer win% at other tracks', -0.0686960788320488)]}",False,0.9052631578947369,2.0
13,2,8,Overnight Pow Wow,0.5471,0.535,0.203,0.9157894736842105,0.1579854958587612,5/2,135.3,"{'pos': [('career win% on surface', 0.3536497975543434), ('career ITM%', 0.32251667272818385), ('finish placement (last race)', 0.26098376308283616)], 'neg': [('career win%', -0.5294157697714881), ('won last race', -0.12279001537885846), ('closer last race', -0.08376990343702437)]}",False,0.9157894736842105,1.0
13,3,6,Shewonttalktome,0.38339999999999996,0.393,0.1245,0.9368421052631579,0.07528257941613992,12/1,121.1,"{'pos': [('purse change vs last', 0.14456285886723286), ('career ITM%', 0.13745798186992064), ('career win%', 0.12750051338674154)], 'neg': [('finish placement (last race)', -0.15351985692085207), ('career win% on surface', -0.0823641153481735), ('2nd-back off layoff pattern', -0.06066304244346018)]}",False,0.9368421052631579,5.0
13,4,10,The Sky Is Falling,0.3738,0.3376,0.1237,0.9157894736842105,0.27382522835643874,15/1,114.9,"{'pos': [('career win% on surface', 0.13457089097548586), ('purse change vs last', 0.12073337785075666), ('trainer win% on surface', 0.10150956754727866)], 'neg': [('finish placement (last race)', -0.4298556111106772), ('career win%', -0.1993425774499462), ('post position', -0.07640088005731738)]}",False,0.9157894736842105,7.0
13,5,2,Malibu Years,0.3196,0.3602,0.1,0.9368421052631579,-0.08756278576325871,3/1,122.6,"{'pos': [('finish placement (last race)', 0.26098376308283616), ('purse change vs last', 0.12073337785075666), ('post position', 0.10186783543399361)], 'neg': [('won last race', -0.12279001537885846), ('trainer win% on surface', -0.09372635344415071), ('career win% in these conditions', -0.08382079881221502)]}",False,0.9368421052631579,6.0
13,6,3,Juba's Parade,0.24669999999999997,0.26049999999999995,0.0735,0.9263157894736842,0.032498865614571715,8/1,118.6,"{'pos': [('closeness to winner (last race)', 0.24314313797140247), ('purse change vs last', 0.17998764547689117), ('won last race', 0.09823201230308679)], 'neg': [('finish placement (last race)', -0.29168773627197453), ('jockey win% on surface', -0.14531010051268745), ('speed figure last race', -0.11774465271279383)]}",False,0.9263157894736842,
13,7,4,Skie's Music,0.2448,0.25170000000000003,0.0715,0.9473684210526315,0.06696100028342777,10/1,119.9,"{'pos': [('finish placement (last race)', 0.26098376308283616), ('shipping in today', 0.11343355046178401), ('career win%', 0.09990207071945245)], 'neg': [('purse change vs last', -0.2530488711271923), ('speed figure last race', -0.2257510321648101), ('won last race', -0.12279001537885846)]}",False,0.9473684210526315,3.0
13,8,7,Somesugarnspice,0.2263,0.2003,0.0667,0.9473684210526315,0.2476890854540168,20/1,113.3,"{'pos': [('career win%', 0.24108124359487298), ('purse change vs last', 0.14456285886723286), ('won last race', 0.09823201230308679)], 'neg': [('finish placement (last race)', -0.29168773627197453), ('career win% on surface', -0.17810510977505983), ('career ITM%', -0.17045944505500876)]}",False,0.9473684210526315,4.0
13,9,11,Modest Kay,0.052500000000000005,0.05790000000000001,0.0145,0.9263157894736842,0.01226973030799483,30/1,99.6,"{'pos': [('career win%', 0.27975142370072215), ('finish placement (last race)', 0.26098376308283616), ('avg finish placement (last 3)', 0.060022847713343985)], 'neg': [('purse change vs last', -0.7582522711133256), ('career ITM%', -0.2968983551913271), ('career win% on surface', -0.18341734677065852)]}",False,0.9263157894736842,8.0
