race_num,rank,pgm,horse,P(ITM),P(win),cov,ML,PrimePwr
4,6,1,Dorado,0.32489999999999997,0.0948,0.9052631578947369,,
4,7,3,Midnight Show,0.2743,0.0826,0.8736842105263158,,
5,1,4,Coach Siggy,0.7055,0.3011,0.9052631578947369,,
5,2,6,Justa Wizard,0.42879999999999996,0.1348,0.8526315789473684,,
5,3,7,Rum N Coke,0.3483,0.1086,0.8421052631578947,,
5,4,9,Gimmethatsugar,0.3123,0.0955,0.8947368421052632,,
5,5,2,Swift Waters,0.2955,0.0888,0.8526315789473684,,
5,6,1,Annapolis Road,0.2933,0.0911,0.8736842105263158,,
5,7,8,Youthful Energy,0.2559,0.0802,0.8736842105263158,,
5,8,5,Felicias Cinco,0.2429,0.0684,0.8526315789473684,,
5,9,3,John's Notion,0.11750000000000001,0.0315,0.8631578947368421,,
6,1,3,Maggie's Girl,0.5781000000000001,0.2026,0.8210526315789474,,
6,2,8,Redhotchiliphilly,0.5270999999999999,0.1906,0.9052631578947369,,
6,3,5,Thelastsay,0.5082,0.176,0.8736842105263158,,
6,4,4,Golden Circles,0.42300000000000004,0.1393,0.8631578947368421,,
6,5,6,Coal Country,0.38769999999999993,0.122,0.8421052631578947,,
6,6,2,Party Timefor Me,0.2792,0.0841,0.8210526315789474,,
6,7,1,Here'sa Quarter,0.1679,0.0478,0.8,,
6,8,7,Lil Knockout,0.1288,0.0376,0.8736842105263158,,
7,1,2,Honeyquist,0.5349999999999999,0.1914,0.9157894736842105,,
7,2,7,Duncan Idaho,0.5283,0.1926,0.8736842105263158,,
7,3,5,The Big Lep,0.4991,0.1788,0.9052631578947369,,
7,4,3,Tico Grande,0.3063,0.095,0.8631578947368421,,
7,5,6,K.Bee,0.2651,0.079,0.8631578947368421,,
7,6,1,Pleasenthanku,0.2595,0.0802,0.9052631578947369,,
7,7,4,Moonlit Notion,0.2531,0.073,0.8315789473684211,,
7,8,8,Bold Boomer,0.23259999999999997,0.0739,0.8631578947368421,,
7,9,9,Amidships,0.121,0.0361,0.8736842105263158,,
8,1,3,Mystic Lake,0.5834999999999999,0.2087,0.8105263157894737,,
8,2,1,Icona Mama,0.5653,0.2083,0.45263157894736844,,
8,3,7,Overcome Adversity,0.4524,0.1538,0.8842105263157894,,
8,4,5,Irish Maxima,0.3893,0.123,0.7789473684210526,,
8,5,6,Anakarina,0.33199999999999996,0.1002,0.7894736842105263,,
8,6,8,Foie Gras,0.31930000000000003,0.1017,0.8842105263157894,,
8,7,2,Professor Grace,0.18359999999999999,0.0544,0.8736842105263158,,
8,8,4,Serenade Me,0.17459999999999998,0.0499,0.8210526315789474,,
9,1,3,Solitude Dude,0.6696,0.257,0.8,,
9,2,2,Bravaro,0.5349999999999999,0.1872,0.7894736842105263,,
9,3,1,Coronade Oro,0.47659999999999997,0.1641,0.8105263157894737,,
9,4,6,Sculcos Folly,0.3231,0.0961,0.4105263157894737,,
9,5,7,Tab At Zanzibar,0.31679999999999997,0.099,0.4842105263157895,,
9,6,5,Ryan's Run,0.2892,0.0837,0.8526315789473684,,
9,7,4,Langvad,0.24870000000000003,0.0743,0.8210526315789474,,
9,8,8,Volendam,0.14100000000000001,0.0386,0.8526315789473684,,
10,1,5,Luv Your Neighbor,0.6376,0.245,0.49473684210526314,,
10,2,4,Irish Jig,0.5375,0.1798,0.45263157894736844,,
10,3,3,Niche,0.4462,0.1413,0.49473684210526314,,
10,4,7,Little Miss Curlin,0.43679999999999997,0.1425,0.45263157894736844,,
10,5,8,Now Or Nevermore,0.376,0.1196,0.4842105263157895,,
10,6,1,Tessellate,0.3587,0.113,0.8,,
10,7,9,Ata Premium,0.1392,0.0401,0.8842105263157894,,
10,8,2,Tahlequah,0.0653,0.0184,0.7894736842105263,,
10,9,6,Pearlof Pearl,0.0027,0.0003,0.8947368421052632,,
11,1,10,Skippylongstocking,0.8291000000000001,0.3765,0.7894736842105263,,
11,2,2,Willy D's,0.6307,0.2086,0.8526315789473684,,
11,3,7,Dragoon Guard,0.47739999999999994,0.1324,0.8526315789473684,,
11,4,6,Bullard,0.403,0.1111,0.47368421052631576,,
11,5,8,Banishing,0.35109999999999997,0.0919,0.8947368421052632,,
11,6,1,Gigante,0.13640000000000002,0.0345,0.7263157894736842,,
11,7,5,Princeof Power,0.118,0.0318,0.8947368421052632,,
11,8,4,Full Screen,0.0276,0.0069,0.8105263157894737,,
11,9,3,Xcellent Start,0.0259,0.0061,0.8526315789473684,,
11,10,9,Barbadian Runner,0.0007999999999999999,0.0002,0.8736842105263158,,
12,1,3,Teachintherelease,0.6123999999999999,0.2231,0.8631578947368421,,
12,2,2,Rayof Sunshine,0.4578,0.1538,0.8947368421052632,,
12,3,4,Catchthe Humor,0.44730000000000003,0.1509,0.8210526315789474,,
12,4,5,Spotafreeone,0.37839999999999996,0.121,0.8631578947368421,,
12,5,1,Runaldo,0.3661,0.1209,0.8631578947368421,,
12,6,7,Jubawithatwist,0.3173,0.1002,0.9052631578947369,,
12,7,8,Social Chic,0.3123,0.0992,0.8631578947368421,,
12,8,6,Direct Appeal,0.1084,0.0309,0.8736842105263158,,
13,1,1,Edy's Flame,0.4982,0.187,0.9052631578947369,,
13,2,5,Zip Start,0.4405,0.1525,0.8526315789473684,,
13,3,6,Shewonttalktome,0.43220000000000003,0.1495,0.8210526315789474,,
13,4,8,Overnight Pow Wow,0.3458,0.1144,0.8631578947368421,,
13,5,2,Malibu Years,0.2744,0.0876,0.8315789473684211,,
13,6,9,God's Pride,0.2155,0.0657,0.8736842105263158,,
13,7,3,Juba's Parade,0.21509999999999996,0.0662,0.8526315789473684,,
13,8,10,The Sky Is Falling,0.2112,0.0663,0.8526315789473684,,
13,9,7,Somesugarnspice,0.18030000000000002,0.0539,0.8842105263157894,,
13,10,4,Skie's Music,0.1719,0.0522,0.8736842105263158,,
13,11,11,Modest Kay,0.0149,0.0047,0.8947368421052632,,
