race_num,rank,pgm,horse,P(ITM),P(win),cov,ML,PrimePwr,_reasons
3,1,3,Stettie Hayesen,0.5889,0.2156,0.8421052631578947,,,"{'pos': [('finish placement (last race)', 0.19814595471775157), ('career ITM%', 0.1277848434025714), ('no data: won last race', 0.0711995230414146)], 'neg': [('pace type last race    MISSING = ', -0.05233867152151657)]}"
3,2,6,Pedro's Fancy Man,0.4808,0.1633,0.8631578947368421,,,"{'pos': [('finish placement (last race)', 0.33684811480818616), ('no data: finish placement (last race)', 0.0711995230414146), ('no data: won last race', 0.0711995230414146)], 'neg': [('mid-pack last race', -0.07106238396367348), ('jockey win% on surface', -0.06700159982930314), ('pace type last race    MISSING = ', -0.05233867152151657)]}"
3,3,1,Ajax the Great,0.44839999999999997,0.15,0.4421052631578947,,,"{'pos': [('pace type last race    MISSING = ', 0.13084667880379142), ('post position', 0.07331004964941165), ('finish placement (last race)', 0.05944378550288197)], 'neg': [('no data: won last race', -0.17799880760353648), ('no data: finish placement (last race)', -0.17799880760353648), ('last race was maiden', -0.13931099698016938)]}"
3,4,7,A Notable Nature,0.3969,0.1296,0.8315789473684211,,,"{'pos': [('no data: finish placement (last race)', 0.0711995230414146), ('no data: won last race', 0.0711995230414146), ('last race was maiden', 0.05572439879206777)], 'neg': [('career ITM%', -0.09043254375355068), ('finish placement (last race)', -0.07925837458755267), ('post position', -0.07331004813694411)]}"
3,5,5,Conejo Dorado,0.385,0.1262,0.7368421052631579,,,"{'pos': [('trouble in last trip', 0.08715681404621335), ('no data: won last race', 0.0711995230414146), ('no data: finish placement (last race)', 0.0711995230414146)], 'neg': [('finish placement (last race)', -0.21796054380242225), ('closer last race', -0.09923792906637603), ('avg finish placement (last 3)', -0.08027994424802268)]}"
3,6,4,Jubas Ridge,0.3597,0.1109,0.45263157894736844,,,"{'pos': [('pace type last race    MISSING = ', 0.13084667880379142), ('jockey home = CT', 0.06627908879005359), ('finish placement (last race)', 0.05944378550288197)], 'neg': [('jockey home = MNR', -0.20354064756780577), ('no data: won last race', -0.17799880760353648), ('no data: finish placement (last race)', -0.17799880760353648)]}"
3,7,2,Reportittourlawyer,0.34030000000000005,0.1044,0.8315789473684211,,,"{'pos': [('no data: won last race', 0.0711995230414146), ('no data: finish placement (last race)', 0.0711995230414146), ('trainer win% on surface', 0.05919438586309793)], 'neg': [('finish placement (last race)', -0.3566627221417268), ('closer last race', -0.09923792906637603), ('career ITM%', -0.09043254375355068)]}"
4,1,3,Edy's Flame,0.6121,0.2274,0.7473684210526316,,,"{'pos': [('last race field size', 0.27901659875394863), ('career win% on surface', 0.1897389795445314), ('pace type last race    MISSING = ', 0.1602871815346445)], 'neg': [('career win%', -0.28159374645219015), ('no data: won last race', -0.21804853931433218), ('no data: finish placement (last race)', -0.21804853931433218)]}"
4,2,1,Wynsome Cat,0.5035000000000001,0.1824,0.8736842105263158,,,"{'pos': [('finish placement (last race)', 0.1907154769676738), ('career win%', 0.17731743251026638), ('career ITM%', 0.169815242363307)], 'neg': [('speed figure last race', -0.15665593891834273), ('career win% on surface', -0.1204850920925614), ('last race field size', -0.10583388423866011)]}"
4,3,2,Forever Hustlin,0.40280000000000005,0.1301,0.8526315789473684,,,"{'pos': [('blinkers change', 0.08655921588711676), ('post position', 0.06109170998427702)], 'neg': [('last race field size', -0.10583388423866011), ('finish placement (last race)', -0.08668885233763039)]}"
4,4,5,Belle Ofthe Wood,0.3527,0.1086,0.8736842105263158,,,"{'pos': [('finish placement (last race)', 0.32941763705810845), ('last race field size', 0.12507641121967594), ('career win% on surface', 0.11963812889423804)], 'neg': [('won last race', -0.1840624411099967), ('career win%', -0.17789432494840068), ('blinkers change', -0.14426535981186128)]}"
4,5,6,Princess Blame,0.3458,0.1057,0.8842105263157894,,,"{'pos': [('blinkers change', 0.08655921588711676), ('finish placement (last race)', 0.0520133168772392)], 'neg': [('no data: trainer win% off layoff', -0.08773966633487629), ('2nd-back off layoff pattern', -0.0646900906357924)]}"
4,6,7,Langleyswaterfall,0.3431,0.1115,0.8526315789473684,,,"{'pos': [('career win%', 0.12638947955416063), ('blinkers change', 0.08655921588711676), ('career ITM%', 0.08634708933688431)], 'neg': [('jockey win% on surface', -0.11669166081764976), ('last race field size', -0.10583388423866011), ('career win% on surface', -0.08605779004776934)]}"
4,7,4,Slow No Mo,0.22810000000000002,0.0709,0.8736842105263158,,,"{'pos': [('career win%', 0.0998183772028799), ('finish placement (last race)', 0.0520133168772392)], 'neg': [('career ITM%', -0.231396414061891), ('blinkers change', -0.14426535981186128), ('last race field size', -0.10583388423866011)]}"
4,8,8,Yesto Love,0.21189999999999998,0.0634,0.9052631578947369,,,"{'pos': [('closeness to winner (last race)', 0.1573683047782602), ('career win%', 0.09527544576641583), ('blinkers change', 0.08655921588711676)], 'neg': [('finish placement (last race)', -0.5027953599822391), ('starts at this track', -0.16173011370381132), ('jockey win% on surface', -0.12940700511953573)]}"
5,1,10,Knight Sage,0.4562,0.1649,0.8526315789473684,,,"{'pos': [('finish placement (last race)', 0.3005213544663041), ('career ITM%', 0.1535213372402905), ('last race field size', 0.1411118444718029)], 'neg': [('post position', -0.08552839199287421), ('pace type last race    MISSING = ', -0.07632722930221167)]}"
5,2,7,Goldeck,0.43389999999999995,0.156,0.8526315789473684,,,"{'pos': [('trainer win% on surface', 0.183527103762789), ('trainer win% at track', 0.17646727634438242), ('trainer win% (1yr)', 0.16516422179490142)], 'neg': [('career ITM%', -0.0790524547737354), ('pace type last race    MISSING = ', -0.07632722930221167)]}"
5,3,2,Moonlight Candy,0.3194,0.1051,0.8315789473684211,,,"{'pos': [('jockey win% on surface', 0.20216201239388087), ('blinkers change', 0.19235381308248173), ('trainer win% on surface', 0.13156735876583842)], 'neg': [('finish placement (last race)', -0.5316916060763036), ('trainer win% at other tracks', -0.10061571528518747), ('career ITM%', -0.0790524547737354)]}"
5,4,3,Revision,0.25249999999999995,0.0783,0.8421052631578947,,,"{'pos': [('last race field size', 0.1411118444718029), ('jockey win% on surface', 0.13212191619821664), ('no data: won last race', 0.1038326377687296)], 'neg': [('finish placement (last race)', -0.5316916060763036), ('avg finish placement (last 3)', -0.12848222982041785), ('pace type last race    MISSING = ', -0.07632722930221167)]}"
5,5,1,Untangled,0.2429,0.0804,0.47368421052631576,,,"{'pos': [('finish placement (last race)', 0.16181918525143454), ('post position', 0.13440175821575034), ('pace type last race    MISSING = ', 0.10685812102309633)], 'neg': [('no data: finish placement (last race)', -0.14536569287622148), ('no data: won last race', -0.14536569287622148), ('last race was maiden', -0.11377064753380503)]}"
5,6,9,Brother Moses,0.2294,0.0725,0.47368421052631576,,,"{'pos': [('finish placement (last race)', 0.16181918525143454), ('pace type last race    MISSING = ', 0.10685812102309633), ('avg finish placement (last 3)', 0.06604226507228153)], 'neg': [('no data: finish placement (last race)', -0.14536569287622148), ('no data: won last race', -0.14536569287622148), ('last race was maiden', -0.11377064753380503)]}"
5,7,6,We Miss You Chebo,0.227,0.0736,0.4421052631578947,,,"{'pos': [('finish placement (last race)', 0.16181918525143454), ('pace type last race    MISSING = ', 0.10685812102309633), ('avg finish placement (last 3)', 0.06604226507228153)], 'neg': [('no data: finish placement (last race)', -0.14536569287622148), ('no data: won last race', -0.14536569287622148), ('last race was maiden', -0.11377064753380503)]}"
5,8,5,Pay Da Baby,0.2101,0.0659,0.8526315789473684,,,"{'pos': [('finish placement (last race)', 0.4392235145567387), ('blinkers change', 0.19235381308248173), ('no data: finish placement (last race)', 0.1038326377687296)], 'neg': [('purse change vs last', -0.2905956938025985), ('last race field size', -0.1667685447536695), ('class rating change vs last', -0.12392042167743438)]}"
5,9,8,Feeling Enchanted,0.1899,0.0625,0.47368421052631576,,,"{'pos': [('finish placement (last race)', 0.16181918525143454), ('pace type last race    MISSING = ', 0.10685812102309633), ('avg finish placement (last 3)', 0.06604226507228153)], 'neg': [('no data: finish placement (last race)', -0.14536569287622148), ('no data: won last race', -0.14536569287622148), ('last race was maiden', -0.11377064753380503)]}"
5,10,4,Juba Jack,0.18939999999999999,0.0615,0.8105263157894737,,,"{'pos': [('no data: finish placement (last race)', 0.1038326377687296), ('no data: won last race', 0.1038326377687296), ('last race was maiden', 0.08126474823843213)], 'neg': [('speed figure last race', -0.13232613147452418), ('finish placement (last race)', -0.11558514405386969), ('avg finish placement (last 3)', -0.10686839530762399)]}"
5,11,12,Judas Beast,0.1762,0.0549,0.4631578947368421,,,"{'pos': [('finish placement (last race)', 0.16181918525143454), ('pace type last race    MISSING = ', 0.10685812102309633), ('avg finish placement (last 3)', 0.06604226507228153)], 'neg': [('no data: finish placement (last race)', -0.14536569287622148), ('no data: won last race', -0.14536569287622148), ('post position', -0.1344017555689322)]}"
5,12,11,Twister City,0.0731,0.0244,0.8105263157894737,,,"{'pos': [('no data: won last race', 0.1038326377687296), ('no data: finish placement (last race)', 0.1038326377687296), ('last race was maiden', 0.08126474823843213)], 'neg': [('finish placement (last race)', -0.3929894642347389), ('purse change vs last', -0.15221391684274513), ('avg finish placement (last 3)', -0.13568682934567639)]}"
6,1,6,Improbable Dream,0.4779,0.1766,0.45263157894736844,,,"{'pos': [('jockey win% on surface', 0.3353006848064028), ('finish placement (last race)', 0.180312813592226), ('pace type last race    MISSING = ', 0.091592675162654)], 'neg': [('no data: won last race', -0.12459916532247553), ('no data: finish placement (last race)', -0.12459916532247553), ('last race was maiden', -0.09751769788611858)]}"
6,2,9,Let Da Blood Talk,0.35760000000000003,0.1197,0.45263157894736844,,,"{'pos': [('finish placement (last race)', 0.180312813592226), ('pace type last race    MISSING = ', 0.091592675162654), ('career ITM%', 0.07213017825627935)], 'neg': [('no data: finish placement (last race)', -0.12459916532247553), ('no data: won last race', -0.12459916532247553), ('last race was maiden', -0.09751769788611858)]}"
6,3,2,Gil the Trail Boss,0.3507,0.1191,0.49473684210526314,,,"{'pos': [('finish placement (last race)', 0.180312813592226), ('pace type last race    MISSING = ', 0.091592675162654), ('post position', 0.08552839349273783)], 'neg': [('no data: finish placement (last race)', -0.12459916532247553), ('no data: won last race', -0.12459916532247553), ('trainer win% first-time starters', -0.10556271698522425)]}"
6,4,4,Mi Gamble,0.31620000000000004,0.1043,0.4421052631578947,,,"{'pos': [('finish placement (last race)', 0.180312813592226), ('pace type last race    MISSING = ', 0.091592675162654), ('career ITM%', 0.07213017825627935)], 'neg': [('jockey win% on surface', -0.13983017800353656), ('no data: won last race', -0.12459916532247553), ('no data: finish placement (last race)', -0.12459916532247553)]}"
6,5,10,Honorary American,0.3052,0.101,0.43157894736842106,,,"{'pos': [('finish placement (last race)', 0.180312813592226), ('pace type last race    MISSING = ', 0.091592675162654), ('career ITM%', 0.07213017825627935)], 'neg': [('no data: finish placement (last race)', -0.12459916532247553), ('no data: won last race', -0.12459916532247553), ('post position', -0.10996507492785773)]}"
6,6,7,Saint Shance,0.2976,0.0891,0.8526315789473684,,,"{'pos': [('jockey win% on surface', 0.16202586610198347), ('trainer win% on surface', 0.15462895659053894), ('trainer win% at track', 0.1526200058223672)], 'neg': [('finish placement (last race)', -0.23579369405238276), ('avg finish placement (last 3)', -0.10734870048269986), ('trainer win% at other tracks', -0.10570489452523346)]}"
6,7,1,Awegod,0.2923,0.0993,0.8736842105263158,,,"{'pos': [('blinkers change', 0.16157720298928463), ('no data: won last race', 0.12459916532247553), ('no data: finish placement (last race)', 0.12459916532247553)], 'neg': [('finish placement (last race)', -0.23579369405238276), ('pace type last race    MISSING = ', -0.091592675162654), ('class rating change vs last', -0.09132655897657659)]}"
6,8,5,Honorthe Bull,0.21799999999999997,0.0731,0.8315789473684211,,,"{'pos': [('finish placement (last race)', 0.180312813592226), ('no data: won last race', 0.12459916532247553), ('no data: finish placement (last race)', 0.12459916532247553)], 'neg': [('jockey win% on surface', -0.18514589582378277), ('purse change vs last', -0.1750400506882534), ('career ITM%', -0.14874314080408257)]}"
6,9,3,Ojin,0.20350000000000001,0.0606,0.8315789473684211,,,"{'pos': [('last race field size', 0.23860729704873984), ('blinkers change', 0.16157720298928463), ('no data: won last race', 0.12459916532247553)], 'neg': [('finish placement (last race)', -0.5131979777355121), ('avg finish placement (last 3)', -0.12896253499549376), ('closer last race', -0.11114648055434115)]}"
6,10,8,Zaptastic,0.181,0.0572,0.9052631578947369,,,"{'pos': [('blinkers change', 0.16157720298928463), ('career win%', 0.14681414146812), ('no data: won last race', 0.12459916532247553)], 'neg': [('starts at this track', -0.16872385132163104), ('career ITM%', -0.16033594512378163), ('closer last race', -0.11114648055434115)]}"
7,1,7,Life Is Daily,0.5293,0.1867,0.8842105263157894,,,"{'pos': [('jockey win% on surface', 0.35609239431513157), ('finish placement (last race)', 0.29474209475439106), ('career win% on surface', 0.2172191852202718)], 'neg': [('career win%', -0.3213300518792125), ('won last race', -0.1840624411099967), ('blinkers change', -0.11541228784948901)]}"
7,2,6,Tricks Rfor Juba,0.502,0.179,0.8631578947368421,,,"{'pos': [('finish placement (last race)', 0.1560399346639564), ('blinkers change', 0.11541228784948904), ('career ITM%', 0.11040499379044483)], 'neg': [('career win%', -0.12538972127648212), ('jockey win% on surface', -0.07492657599982974), ('mid-pack last race', -0.07254285029625)]}"
7,3,8,Noble Ruling,0.46029999999999993,0.1586,0.8631578947368421,,,"{'pos': [('speed figure last race', 0.15385538683171346), ('blinkers change', 0.11541228784948904), ('purse change vs last', 0.10840609741554846)], 'neg': [('post position', -0.08552839486026056), ('last race field size', -0.05772757386458402), ('jockey win% on surface', -0.053920911750863845)]}"
7,4,2,This Juice B Loose,0.4404,0.1492,0.8736842105263158,,,"{'pos': [('finish placement (last race)', 0.1560399346639564), ('blinkers change', 0.11541228784948904), ('speed figure last race', 0.08197452744353673)], 'neg': [('career ITM%', -0.11854369194920786), ('purse change vs last', -0.05949065975130381)]}"
7,5,4,WV Lad,0.2891,0.0928,0.8842105263157894,,,"{'pos': [('blinkers change', 0.11541228784948904), ('closeness to winner (last race)', 0.11177184558299609), ('jockey win% on surface', 0.06534993237205931)], 'neg': [('finish placement (last race)', -0.2600665547317824), ('purse change vs last', -0.06874565758134596), ('avg finish placement (last 3)', -0.061239188053306866)]}"
7,6,3,Mr.Dumbledore,0.2815,0.0856,0.8526315789473684,,,"{'pos': [('career win%', 0.11023471249245473), ('speed figure last race', 0.09411023620169617), ('no data: won last race', 0.062299582661237765)], 'neg': [('finish placement (last race)', -0.12136439464134778), ('starts at this track', -0.11801926800993971), ('blinkers change', -0.11541228784948901)]}"
7,7,5,Long Legged Luis,0.2699,0.0776,0.4421052631578947,,,"{'pos': [('jockey home = GP', 0.23715113304951665), ('career win%', 0.16294017970192223), ('pace type last race    MISSING = ', 0.137389012743981)], 'neg': [('speed figure last race', -0.19014588518991435), ('no data: won last race', -0.1868987479837133), ('no data: finish placement (last race)', -0.1868987479837133)]}"
7,8,1,Direct Appeal,0.2275,0.0705,0.7263157894736842,,,"{'pos': [('career win%', 0.17130519545719342), ('pace type last race    MISSING = ', 0.137389012743981), ('career ITM%', 0.11557503165316532)], 'neg': [('starts at this track', -0.19669879381913097), ('speed figure last race', -0.19014588518991435), ('no data: won last race', -0.1868987479837133)]}"
8,1,10,Solomons Gold,0.4234,0.147,0.9157894736842105,,,"{'pos': [('career ITM%', 0.29980403742596456), ('career win% on surface', 0.2027181797234673), ('jockey win% on surface', 0.18056219495010156)], 'neg': [('career win%', -0.24576297531632316), ('last race field size', -0.18192931897547093), ('blinkers change', -0.14688836635389513)]}"
8,2,11,Oleg,0.40480000000000005,0.142,0.8526315789473684,,,"{'pos': [('finish placement (last race)', 0.2647950387063792), ('avg finish placement (last 3)', 0.08842022398133588), ('speed figure last race', 0.08838714881855834)], 'neg': [('post position', -0.12218341519626066), ('closer last race', -0.07578169128705078), ('career win% on surface', -0.0649716882567603)]}"
8,3,8,Absolute Grit,0.3978,0.1379,0.8736842105263158,,,"{'pos': [('career ITM%', 0.30340901727640646), ('career win% on surface', 0.1268375768384752), ('speed figure last race', 0.12479434166253754)], 'neg': [('career win%', -0.18548174825555752), ('mid-pack last race', -0.07536919511298702), ('closeness to winner (last race)', -0.07385427994997157)]}"
8,4,7,Jester's Song,0.3694,0.1314,0.8631578947368421,,,"{'pos': [('finish placement (last race)', 0.12609287861594465), ('closeness to winner (last race)', 0.11337365655589844), ('career ITM%', 0.09830565020373762)], 'neg': [('closer last race', -0.07578169128705078), ('jockey win% on surface', -0.05222977308522025)]}"
8,5,5,Emirates Honor,0.2604,0.0839,0.8526315789473684,,,"{'pos': [('blinkers change', 0.08393620934508292), ('closer last race', 0.06315140940587566)], 'neg': [('finish placement (last race)', -0.15131145068935958), ('no data: trainer win% off layoff', -0.07444577749625868), ('career win%', -0.06959816499432263)]}"
8,6,3,Excitable Boy,0.2576,0.0841,0.8947368421052632,,,"{'pos': [('trainer win% on surface', 0.13555452149412547), ('trainer win% at track', 0.13264951286388127), ('trainer win% at distance', 0.09296595491509783)], 'neg': [('finish placement (last race)', -0.15131145068935958), ('blinkers change', -0.14688836635389513), ('trainer win% at other tracks', -0.09573316132417255)]}"
8,7,1,It's Sizzling Time,0.24109999999999998,0.0745,0.9052631578947369,,,"{'pos': [('career win%', 0.14730880655940798), ('finish placement (last race)', 0.12609287861594465), ('post position', 0.12218341680039288)], 'neg': [('blinkers change', -0.14688836635389513), ('career win% on surface', -0.11345095467747401), ('closer last race', -0.07578169128705078)]}"
8,8,2,Outdoor Cat,0.19290000000000002,0.06,0.4842105263157895,,,"{'pos': [('pace type last race    MISSING = ', 0.16653213665937092), ('post position', 0.09774673501236389), ('starts at this track', 0.09616385331641548)], 'neg': [('no data: won last race', -0.2265439369499555), ('no data: finish placement (last race)', -0.2265439369499555), ('purse change vs last', -0.19794302911899786)]}"
8,9,4,Cowboy At Heart,0.1809,0.0567,0.8526315789473684,,,"{'pos': [('wins at this track', 0.1971720133865872), ('blinkers change', 0.08393620934508292), ('closer last race', 0.06315140940587566)], 'neg': [('starts at this track', -0.3409445572484807), ('finish placement (last race)', -0.15131145068935958), ('career ITM%', -0.14209106802328975)]}"
8,10,9,Smooth Rico,0.1398,0.0435,0.8736842105263158,,,"{'pos': [('finish placement (last race)', 0.12609287861594465), ('career win%', 0.12438205790223919), ('blinkers change', 0.08393620934508292)], 'neg': [('career ITM%', -0.3300858523229503), ('starts at this track', -0.1311325302047074), ('jockey win% on surface', -0.12129384915541847)]}"
8,11,6,Flag Officer,0.13190000000000002,0.039,0.9052631578947369,,,"{'pos': [('career win%', 0.11532893162071622), ('starts at this track', 0.087421681792502), ('blinkers change', 0.08393620934508292)], 'neg': [('finish placement (last race)', -0.2900136199042292), ('speed figure last race', -0.09738286882418566), ('jockey win% on surface', -0.07718195666044043)]}"
