fold,half_life_days,l2,fit_seconds,alpha,beta,gamma,fund_loss,n_features,ALL_n_entries,ALL_n_races,ALL_itm_base_rate,ALL_log_loss,ALL_brier,ALL_ece,ALL_corr_logit_pf_pm,ALL_log_loss_market,ALL_log_loss_fund,ALL_log_loss_vs_market_pct,ALL_itm_hit_top3,ALL_itm_precision_top3,ALL_itm_hit_top4,ALL_itm_precision_top4,ALL_itm_full_sweep_top3,ALL_longshot_n,ALL_longshot_hits,ALL_longshot_precision,ALL_longshot_base_itm_rate,GP_n_entries,GP_n_races,GP_itm_base_rate,GP_log_loss,GP_brier,GP_ece,GP_corr_logit_pf_pm,GP_log_loss_market,GP_log_loss_fund,GP_log_loss_vs_market_pct,GP_itm_hit_top3,GP_itm_precision_top3,GP_itm_hit_top4,GP_itm_precision_top4,GP_itm_full_sweep_top3,GP_longshot_n,GP_longshot_hits,GP_longshot_precision,GP_longshot_base_itm_rate,CT_n_entries,CT_n_races,CT_itm_base_rate,CT_log_loss,CT_brier,CT_ece,CT_corr_logit_pf_pm,CT_log_loss_market,CT_log_loss_fund,CT_log_loss_vs_market_pct,CT_itm_hit_top3,CT_itm_precision_top3,CT_itm_hit_top4,CT_itm_precision_top4,CT_itm_full_sweep_top3,CT_longshot_n,CT_longshot_hits,CT_longshot_precision,CT_longshot_base_itm_rate,MNR_n_entries,MNR_n_races,MNR_itm_base_rate,MNR_log_loss,MNR_brier,MNR_ece,MNR_corr_logit_pf_pm,MNR_log_loss_market,MNR_log_loss_fund,MNR_log_loss_vs_market_pct,MNR_itm_hit_top3,MNR_itm_precision_top3,MNR_itm_hit_top4,MNR_itm_precision_top4,MNR_itm_full_sweep_top3,MNR_longshot_n,MNR_longshot_hits,MNR_longshot_precision,MNR_longshot_base_itm_rate,CT+MNR_n_entries,CT+MNR_n_races,CT+MNR_itm_base_rate,CT+MNR_log_loss,CT+MNR_brier,CT+MNR_ece,CT+MNR_corr_logit_pf_pm,CT+MNR_log_loss_market,CT+MNR_log_loss_fund,CT+MNR_log_loss_vs_market_pct,CT+MNR_itm_hit_top3,CT+MNR_itm_precision_top3,CT+MNR_itm_hit_top4,CT+MNR_itm_precision_top4,CT+MNR_itm_full_sweep_top3,CT+MNR_longshot_n,CT+MNR_longshot_hits,CT+MNR_longshot_precision,CT+MNR_longshot_base_itm_rate
fold_val2025,365.25,0.1,5.4676671999986866,0.05593075065760598,0.7916071566917748,-0.050582310142841466,24300.730300527648,205,30848,4162,0.40414289419087135,0.5534666464289095,0.18770143697403666,0.011799050863848526,0.6527409557675266,0.557812515087653,0.6168719679973897,0.7790912790941106,0.9776549735703989,0.6261412782316195,0.996155694377703,0.5753243632868813,0.1660259490629505,0,0,,0.40414289419087135,14703,1936,0.3942732775624022,0.5594120222629037,0.19007253935088544,0.012418532813724228,0.6792999771471563,0.5630574202395494,0.6151214589385362,0.6474291689637703,0.9731404958677686,0.609676308539945,0.9948347107438017,0.5670196280991735,0.15134297520661158,0,0,,0.3942732775624022,9637,1285,0.3993981529521635,0.5469882246289878,0.18526522959949335,0.019472022955575437,0.6788503108951066,0.5527507755600319,0.611142040782342,1.0425224505937065,0.982101167315175,0.6274967574578469,0.9968871595330739,0.5686770428015564,0.16108949416342414,0,0,,0.3993981529521635,6508,941,0.43346650276582666,0.5496279386843841,0.18595211494294653,0.010203376297454193,0.5802505712017691,0.5534585113045166,0.6293115874294333,0.6921155862439933,0.9808714133900106,0.6581650726177825,0.997874601487779,0.6014877789585548,0.20297555791710944,0,0,,0.43346650276582666,16145,2226,0.4131310003096934,0.5480522852714479,0.18554211097547316,0.013085162410703958,0.634549949147152,0.553036061668741,0.618466129328596,0.9011666223455567,0.981581311769991,0.6404612159329139,0.9973045822102425,0.5825471698113207,0.17879604672057503,0,0,,0.4131310003096934
fold_val2026,365.25,0.1,5.668883799997275,0.07336621137733787,0.7369563484624797,-0.058750550018359174,25901.418710533395,207,15024,2072,0.41300585729499467,0.570236084112065,0.19393018107531315,0.015171625456103831,0.5787510594308817,0.577345481898655,0.6279378787756701,1.2313940282705789,0.98503861003861,0.6258043758043758,0.9956563706563707,0.574404761904762,0.16312741312741313,23,5,0.21739130434782608,0.41300585729499467,6990,936,0.40171673819742487,0.5759984092332223,0.1957838216371425,0.01481219677935589,0.5346025568386246,0.5819071153821953,0.6311282003844031,1.0154036602718222,0.9861111111111112,0.6118233618233619,0.9935897435897436,0.5626780626780626,0.1485042735042735,6,1,0.16666666666666666,0.40171673819742487,5162,725,0.42037969779155365,0.5664584426718473,0.19257574257372184,0.014959052337536326,0.6852294466532306,0.5752742823196058,0.621583331810819,1.5324585017448467,0.9848275862068966,0.64,0.9972413793103448,0.5793103448275863,0.17793103448275863,13,3,0.23076923076923078,0.42037969779155365,2872,411,0.4272284122562674,0.5630012416738733,0.19185311422922216,0.0294281675456378,0.5435185663399128,0.5699658559157534,0.6315945025178419,1.2219353439497165,0.9829683698296837,0.6326034063260341,0.9975669099756691,0.5924574209245742,0.170316301703163,4,1,0.25,0.4272284122562674,8034,1136,0.42282798108040826,0.5652225600148667,0.1923174168822353,0.017276075322660425,0.6197879096974,0.5733766222957242,0.6251621321930159,1.4221127900558064,0.9841549295774648,0.6373239436619719,0.9973591549295775,0.5840669014084507,0.17517605633802816,17,4,0.23529411764705882,0.42282798108040826
fold_val2023,365.25,1.0,2.6160086000018055,0.09752190797710171,0.8034772081408952,-0.0394324679670407,14278.321321821422,203,31345,4145,0.39575689902695804,0.5513562081209786,0.18674808637062515,0.01061680106911754,0.6039622802849017,0.5545806529413022,0.6126432073533461,0.5814203584676548,0.9775633293124246,0.6245275432247688,0.9939686369119421,0.570205066344994,0.16960193003618818,1,0,0.0,0.39575689902695804,14230,1846,0.38805340829234014,0.5534071440779479,0.187509799854996,0.009735352427152823,0.6002014174561305,0.5549180832311212,0.6111841190307787,0.2722814770020842,0.9745395449620802,0.6144817623690864,0.991332611050921,0.5594528710725893,0.15926327193932827,0,0,,0.38805340829234014,10321,1334,0.38697800600716986,0.5456298329893138,0.1843445234484447,0.016476422397166016,0.6891033924653881,0.5501220464772252,0.6069124221565702,0.8165848863316508,0.97976011994003,0.6239380309845077,0.9947526236881559,0.5710269865067467,0.1634182908545727,0,0,,0.38697800600716986,6794,965,0.42522814247865764,0.5557596669178938,0.1888040166086627,0.016001331799802235,0.5168535676925307,0.5606471298755988,0.624405094436958,0.8717538532284126,0.9803108808290155,0.644559585492228,0.9979274611398964,0.5896373056994819,0.19792746113989637,1,0,0.0,0.42522814247865764,17115,2299,0.40216184633362545,0.5496509893849184,0.186114771565916,0.016287829611978204,0.6063375240255641,0.5543001017859339,0.6138563435981684,0.8387356210176122,0.9799913005654632,0.6325938813977091,0.9960852544584602,0.5788386254893432,0.177903436276642,1,0,0.0,0.40216184633362545
fold_val2024,365.25,1.0,4.2152682000014465,0.13530393098464502,0.7662632432132799,-0.03531673048322167,20961.762273407872,204,31169,4164,0.40026949854021626,0.5507936596786193,0.18623778566389865,0.011903540490674559,0.6079923595866574,0.5554064551260349,0.6093326348934696,0.8305260777656807,0.9781460134486071,0.6286423310918988,0.9961575408261287,0.5747878642331092,0.17435158501440923,28,6,0.21428571428571427,0.40026949854021626,14654,1895,0.38733451617305853,0.5504590867897752,0.18579719939324327,0.013931162452361284,0.6069018816011331,0.5537638228747211,0.6028316534623686,0.5967771725842056,0.9720316622691293,0.6163588390501319,0.9963060686015831,0.5635444151275285,0.16464379947229552,12,5,0.4166666666666667,0.38733451617305853,9387,1265,0.40396292745286033,0.5515492388112633,0.18668979082635812,0.016161723578378112,0.6565789915896572,0.5573767911471529,0.6137872715360911,1.0455319325183523,0.9857707509881423,0.6310935441370223,0.9968379446640316,0.5758893280632411,0.16996047430830039,10,1,0.1,0.40396292745286033,7128,1004,0.4219977553310887,0.5504864500538987,0.1865483045682445,0.01835373762160277,0.5664571888112737,0.5561886645509106,0.616831190971902,1.0252302609612,0.9800796812749004,0.648738379814077,0.9950199203187251,0.5946215139442231,0.19820717131474103,6,0,0.0,0.4219977553310887,16515,2269,0.41174689676052073,0.5510905310751147,0.18662872427789706,0.01479118222959622,0.6119166950386367,0.5568639866434887,0.6151010503879507,1.0367802025003605,0.9832525341560159,0.6389011311884824,0.996033494931688,0.5841780520052887,0.18245923314235346,16,1,0.0625,0.41174689676052073
fold_val2025,365.25,1.0,4.6428845999980695,0.0542047049812786,0.7922284052998659,-0.051268018038015985,24303.371522073605,205,30848,4162,0.40414289419087135,0.5534729753736758,0.1877024757884637,0.011810525028389834,0.6538347284755561,0.557812515087653,0.6168679929929763,0.7779566783823875,0.9776549735703989,0.6262213679320838,0.996155694377703,0.5753243632868813,0.16626621816434406,0,0,,0.40414289419087135,14703,1936,0.3942732775624022,0.5594164819265189,0.19007278966539284,0.01261412053036406,0.6804106567109193,0.5630574202395494,0.6150719601756913,0.6466371247681022,0.9731404958677686,0.6098484848484849,0.9948347107438017,0.5667613636363636,0.1518595041322314,0,0,,0.3942732775624022,9637,1285,0.3993981529521635,0.5469938284781791,0.18526583219111273,0.019331818080629462,0.6796874165117033,0.5527507755600319,0.6111258158485817,1.0415086394080648,0.982101167315175,0.6274967574578469,0.9968871595330739,0.5686770428015564,0.16108949416342414,0,0,,0.3993981529521635,6508,941,0.43346650276582666,0.5496395644617905,0.18595558110733007,0.010120431480065153,0.5818208659510645,0.5534585113045166,0.629428600192281,0.6900150173361216,0.9808714133900106,0.6581650726177825,0.997874601487779,0.60201912858661,0.20297555791710944,0,0,,0.43346650276582666,16145,2226,0.4131310003096934,0.5480603165414396,0.18554386786449414,0.01305691548901579,0.6356837411700355,0.553036061668741,0.6185036121018362,0.8997144078249553,0.981581311769991,0.6404612159329139,0.9973045822102425,0.5827717879604672,0.17879604672057503,0,0,,0.4131310003096934
fold_val2026,365.25,1.0,5.96458210000128,0.07278623183159236,0.737140751009694,-0.05895497517208072,25902.51957651052,207,15024,2072,0.41300585729499467,0.5702390063393525,0.19393094497418176,0.014921115316540966,0.5789633370274573,0.577345481898655,0.627915262487019,1.2308878794603406,0.98503861003861,0.6258043758043758,0.9956563706563707,0.574404761904762,0.16312741312741313,23,5,0.21739130434782608,0.41300585729499467,6990,936,0.40171673819742487,0.5759976556320299,0.1957830425047262,0.01467192001560498,0.5347089021929584,0.5819071153821953,0.631100913334853,1.0155331656812816,0.9861111111111112,0.6118233618233619,0.9935897435897436,0.5626780626780626,0.1485042735042735,6,1,0.16666666666666666,0.40171673819742487,5162,725,0.42037969779155365,0.5664656398842699,0.19257814468623125,0.01433903314793533,0.6857068826688618,0.5752742823196058,0.621572480641212,1.5312074094148413,0.9848275862068966,0.64,0.9972413793103448,0.5793103448275863,0.17793103448275863,13,3,0.23076923076923078,0.42037969779155365,2872,411,0.4272284122562674,0.5630054266336852,0.19185468917609494,0.029578073125286694,0.5437500256745587,0.5699658559157534,0.6315621080516768,1.2212010964911224,0.9829683698296837,0.6326034063260341,0.9975669099756691,0.5924574209245742,0.170316301703163,4,1,0.25,0.4272284122562674,8034,1136,0.42282798108040826,0.5652286804050963,0.19231952329898808,0.016905589822791403,0.6201353945835838,0.5733766222957242,0.6251435797105241,1.421045360727223,0.9841549295774648,0.6373239436619719,0.9973591549295775,0.5840669014084507,0.17517605633802816,17,4,0.23529411764705882,0.42282798108040826
fold_val2023,547.875,0.001,2.5328050999960396,0.09716225286913398,0.803603731804113,-0.03953943921280606,15797.810485793821,203,31345,4145,0.39575689902695804,0.5513584875350205,0.18674922558502702,0.010576238235285853,0.6041483404918754,0.5545806529413022,0.6126460137213802,0.5810093426794622,0.9778045838359469,0.6244471250502612,0.9939686369119421,0.5702653799758746,0.16960193003618818,1,0,0.0,0.39575689902695804,14230,1846,0.38805340829234014,0.5534106104669333,0.18751169519947308,0.009412256742060195,0.6009579364200491,0.5549180832311212,0.6110946446646834,0.2716568102106862,0.9750812567713976,0.6144817623690864,0.991332611050921,0.5594528710725893,0.15926327193932827,0,0,,0.38805340829234014,10321,1334,0.38697800600716986,0.5456238291481224,0.18434227016600424,0.016450413103225234,0.6892152882460558,0.5501220464772252,0.6068394822634627,0.8176762516441071,0.97976011994003,0.6239380309845077,0.9947526236881559,0.5710269865067467,0.1634182908545727,0,0,,0.38697800600716986,6794,965,0.42522814247865764,0.555772043597731,0.18880872577139263,0.015954131828180115,0.5163132131084789,0.5606471298755988,0.6247162511152512,0.8695462828730682,0.9803108808290155,0.6442141623488774,0.9979274611398964,0.5898963730569948,0.19792746113989637,1,0,0.0,0.42522814247865764,17115,2299,0.40216184633362545,0.5496522819071432,0.18611528210775172,0.01625340842997624,0.6061065275417844,0.5543001017859339,0.6139358753443304,0.83850244007093,0.9799913005654632,0.6324488908220965,0.9960852544584602,0.5789473684210527,0.177903436276642,1,0,0.0,0.40216184633362545
fold_val2024,547.875,0.001,3.9776113999978406,0.13647417166310158,0.7659942480895845,-0.03529731287228647,25285.837421838394,204,31169,4164,0.40026949854021626,0.5507887982609505,0.1862372775232758,0.01175453468564737,0.6098598417319984,0.5554064551260349,0.6092883329725121,0.8314013678570881,0.9781460134486071,0.6288024335574767,0.9961575408261287,0.5746077489593341,0.17459173871277617,28,6,0.21428571428571427,0.40026949854021626,14654,1895,0.38733451617305853,0.5504512594888801,0.1857974965885432,0.013396821531467573,0.6098516233957739,0.5537638228747211,0.6027476494067386,0.5981906453629923,0.9720316622691293,0.6167106420404572,0.9963060686015831,0.5634124890061565,0.16517150395778363,12,5,0.4166666666666667,0.38733451617305853,9387,1265,0.40396292745286033,0.5515569687870269,0.18669334374453556,0.016299609141239953,0.6580332185586661,0.5573767911471529,0.6137465643563189,1.0441450832834418,0.9857707509881423,0.6310935441370223,0.9968379446640316,0.5754940711462451,0.16996047430830039,10,1,0.1,0.40396292745286033,7128,1004,0.4219977553310887,0.550471104158487,0.18654079270265383,0.01819873913565767,0.566259741604709,0.5561886645509106,0.6168637761505492,1.0279893778562084,0.9800796812749004,0.648738379814077,0.9950199203187251,0.5946215139442231,0.19820717131474103,6,0,0.0,0.4219977553310887,16515,2269,0.41174689676052073,0.5510883013288232,0.18662750155098226,0.014499624652159903,0.6125952850597249,0.5568639866434887,0.615091976749251,1.0371806137937776,0.9832525341560159,0.6389011311884824,0.996033494931688,0.5839576906126047,0.18245923314235346,16,1,0.0625,0.41174689676052073
fold_val2025,547.875,0.001,5.616111900002579,0.058632772315124815,0.7907963832522099,-0.05026334307525755,31222.557365014498,205,30848,4162,0.40414289419087135,0.5534589322313715,0.1876993221000372,0.012066745128376067,0.6535460403468215,0.557812515087653,0.6166352073835247,0.7804742164304601,0.9776549735703989,0.6261412782316195,0.996155694377703,0.5755045651129265,0.1660259490629505,0,0,,0.40414289419087135,14703,1936,0.3942732775624022,0.5594023966397952,0.19006936194881308,0.012717764293790056,0.6803006128465321,0.5630574202395494,0.6148492339349332,0.6491386967601311,0.9731404958677686,0.609676308539945,0.9948347107438017,0.5671487603305785,0.15134297520661158,0,0,,0.3942732775624022,9637,1285,0.3993981529521635,0.54697974587565,0.18526370665024175,0.018882912552289452,0.6798575684999985,0.5527507755600319,0.6109725158570506,1.0440563703478976,0.982101167315175,0.6274967574578469,0.9968871595330739,0.5688715953307393,0.16108949416342414,0,0,,0.3993981529521635,6508,941,0.43346650276582666,0.5496256749653972,0.1859515240350598,0.009851045678553477,0.5807455870425036,0.5534585113045166,0.6290553865253922,0.692524599555866,0.9808714133900106,0.6581650726177825,0.997874601487779,0.6017534537725824,0.20297555791710944,0,0,,0.43346650276582666,16145,2226,0.4131310003096934,0.5480463117794019,0.1855409637292381,0.012798885025846696,0.6353332774451235,0.553036061668741,0.618261665582016,0.9022467493860941,0.981581311769991,0.6404612159329139,0.9973045822102425,0.5827717879604672,0.17879604672057503,0,0,,0.4131310003096934
fold_val2026,547.875,0.001,5.128177400001732,0.07275418138881971,0.7371939985662563,-0.059324101908024944,34930.060906944855,207,15024,2072,0.41300585729499467,0.5702407240573486,0.19393158250029444,0.014671593849221905,0.5795382761621266,0.577345481898655,0.6276547140110141,1.2305903595091296,0.98503861003861,0.6256435006435005,0.9956563706563707,0.574404761904762,0.16264478764478765,22,5,0.22727272727272727,0.41300585729499467,6990,936,0.40171673819742487,0.5759939474705587,0.19578063903134407,0.014171146841318592,0.5347585933442458,0.5819071153821953,0.6307525276908855,1.0161704085286698,0.9861111111111112,0.6118233618233619,0.9935897435897436,0.5626780626780626,0.1485042735042735,6,1,0.16666666666666666,0.40171673819742487,5162,725,0.42037969779155365,0.5664671328927331,0.19257968108322918,0.01447742970739851,0.6865860159043092,0.5752742823196058,0.6214217465078579,1.5309478795681093,0.9848275862068966,0.6395402298850574,0.9972413793103448,0.5793103448275863,0.17655172413793102,13,3,0.23076923076923078,0.42037969779155365,2872,411,0.4272284122562674,0.5630207539784512,0.1918611124316505,0.0295963045467019,0.5453031391348119,0.5699658559157534,0.6313179663191595,1.2185119275511127,0.9829683698296837,0.6326034063260341,0.9975669099756691,0.5924574209245742,0.170316301703163,3,1,0.3333333333333333,0.4272284122562674,8034,1136,0.42282798108040826,0.565235118921882,0.19232280665363816,0.01676620032420908,0.6213974930406991,0.5733766222957242,0.6249594541625827,1.4199224483978115,0.9841549295774648,0.637030516431925,0.9973591549295775,0.5840669014084507,0.1742957746478873,16,4,0.25,0.42282798108040826
fold_val2023,547.875,0.01,2.545655399997486,0.09765555770598086,0.8035019313872163,-0.03948945801436028,15797.714841824443,203,31345,4145,0.39575689902695804,0.5513570513998096,0.18674884097247194,0.010717046016952381,0.604484460781035,0.5545806529413022,0.6126199272115036,0.5812683014446566,0.9778045838359469,0.6245275432247688,0.9939686369119421,0.570205066344994,0.16960193003618818,1,0,0.0,0.39575689902695804,14230,1846,0.38805340829234014,0.5534095683503216,0.18751121425503728,0.009736018177146958,0.6011557945038618,0.5549180832311212,0.6110968400532755,0.2718446066878894,0.9750812567713976,0.6144817623690864,0.991332611050921,0.5594528710725893,0.15926327193932827,0,0,,0.38805340829234014,10321,1334,0.38697800600716986,0.5456235747426091,0.18434278340969232,0.016384942785385024,0.6895871643518485,0.5501220464772252,0.6067983455493837,0.8177224969300105,0.97976011994003,0.6239380309845077,0.9947526236881559,0.5710269865067467,0.1634182908545727,0,0,,0.38697800600716986,6794,965,0.42522814247865764,0.5557679869860884,0.1888071789610713,0.016434857467999685,0.5168416967909141,0.5606471298755988,0.6246537915912984,0.8702698416726111,0.9803108808290155,0.644559585492228,0.9979274611398964,0.5896373056994819,0.19792746113989637,1,0,0.0,0.42522814247865764,17115,2299,0.40216184633362545,0.5496505181713092,0.18611497758883747,0.016404757004122077,0.6065573637996763,0.5543001017859339,0.6138862742907667,0.8388206315755617,0.9799913005654632,0.6325938813977091,0.9960852544584602,0.5788386254893432,0.177903436276642,1,0,0.0,0.40216184633362545
fold_val2024,547.875,0.01,3.3267212999999174,0.13660925362205287,0.7661913398541402,-0.034108337751958394,25288.711405450555,204,31169,4164,0.40026949854021626,0.5507898340594088,0.1862359946543222,0.011882999124403059,0.6097291746054011,0.5554064551260349,0.6094564980335785,0.8312148740832441,0.9781460134486071,0.6287223823246878,0.9963976945244957,0.5744876721101506,0.17459173871277617,27,6,0.2222222222222222,0.40026949854021626,14654,1895,0.38733451617305853,0.5504570594423718,0.18579790605151164,0.013811458977509626,0.6103700998773126,0.5537638228747211,0.6028939763234686,0.5971432758433306,0.9720316622691293,0.6165347405452946,0.9968337730870712,0.5634124890061565,0.16464379947229552,11,5,0.45454545454545453,0.38733451617305853,9387,1265,0.40396292745286033,0.5515432025789524,0.18668598704012412,0.016303024636670792,0.6577873159979695,0.5573767911471529,0.6138562062800794,1.0466149041107748,0.9857707509881423,0.6313570487483531,0.9968379446640316,0.5756916996047431,0.16996047430830039,10,1,0.1,0.40396292745286033,7128,1004,0.4219977553310887,0.5504818386813369,0.18654402942705833,0.01819187346845866,0.5655080658911787,0.5561886645509106,0.6171539071006444,1.0260593631805928,0.9800796812749004,0.6484063745019919,0.9950199203187251,0.5938745019920318,0.199203187250996,6,0,0.0,0.4219977553310887,16515,2269,0.41174689676052073,0.5510851098231424,0.18662471705126954,0.014418811950286759,0.6121553683950907,0.5568639866434887,0.6152795191138055,1.0377537350150081,0.9832525341560159,0.6389011311884824,0.996033494931688,0.5837373292199207,0.18289995592772146,16,1,0.0625,0.41174689676052073
fold_val2025,547.875,0.01,5.540597600003821,0.059070177649969975,0.7906403443258399,-0.049959503103977725,31222.255693639727,205,30848,4162,0.40414289419087135,0.5534573887735336,0.18769874613258652,0.012047349504217396,0.6537332120684837,0.557812515087653,0.6166117438017327,0.7807509147468721,0.9776549735703989,0.6262213679320838,0.996155694377703,0.5755646323882748,0.16626621816434406,0,0,,0.40414289419087135,14703,1936,0.3942732775624022,0.5594008214177336,0.19006874941620738,0.012784091656704577,0.680411546081169,0.5630574202395494,0.6148057248295465,0.649418459001946,0.9731404958677686,0.6098484848484849,0.9948347107438017,0.5672778925619835,0.1518595041322314,0,0,,0.3942732775624022,9637,1285,0.3993981529521635,0.5469815473129703,0.1852645884312849,0.019193382220475116,0.680123158586995,0.5527507755600319,0.6110485027623094,1.0437304662696103,0.982101167315175,0.6274967574578469,0.9968871595330739,0.5688715953307393,0.16108949416342414,0,0,,0.3993981529521635,6508,941,0.43346650276582666,0.5496192501730071,0.18594887205274127,0.009850580823785579,0.5809543669884423,0.5534585113045166,0.6289299446076597,0.6936854440019943,0.9808714133900106,0.6581650726177825,0.997874601487779,0.6017534537725824,0.20297555791710944,0,0,,0.43346650276582666,16145,2226,0.4131310003096934,0.5480447972487473,0.18554042106110455,0.012970530204465952,0.6355706346768006,0.553036061668741,0.6182564571463006,0.902520606871985,0.981581311769991,0.6404612159329139,0.9973045822102425,0.5827717879604672,0.17879604672057503,0,0,,0.4131310003096934
fold_val2026,547.875,0.01,5.570181399998546,0.07459528408499821,0.7365754556980025,-0.058440116529146525,34928.65166187508,207,15024,2072,0.41300585729499467,0.5702320485490554,0.19392888100713376,0.014773535625094395,0.5799459900860542,0.577345481898655,0.6276179867747823,1.2320930140834183,0.98503861003861,0.6256435006435006,0.9956563706563707,0.5745254182754184,0.16312741312741313,23,5,0.21739130434782608,0.41300585729499467,6990,936,0.40171673819742487,0.5759903655621113,0.19578024213231465,0.014395268814000155,0.5360396176203939,0.5819071153821953,0.6306288048695233,1.0167859549539873,0.9861111111111112,0.6118233618233619,0.9935897435897436,0.5626780626780626,0.1485042735042735,6,1,0.16666666666666666,0.40171673819742487,5162,725,0.42037969779155365,0.5664486033669649,0.1925729909295349,0.014358528837168469,0.6861114766494703,0.5752742823196058,0.6213462672754803,1.5341688693355435,0.9848275862068966,0.6395402298850574,0.9972413793103448,0.579655172413793,0.17655172413793102,13,3,0.23076923076923078,0.42037969779155365,2872,411,0.4272284122562674,0.5630173925980423,0.19185997094987428,0.029430289324647158,0.5445403870074889,0.5699658559157534,0.6315626238127897,1.2191016787395423,0.9829683698296837,0.6326034063260341,0.9975669099756691,0.5924574209245742,0.17274939172749393,4,1,0.25,0.4272284122562674,8034,1136,0.42282798108040826,0.5652220117154406,0.19231810004310404,0.01675471566229913,0.6208139075038092,0.5733766222957242,0.6249984176333535,1.4222084164564588,0.9841549295774648,0.637030516431925,0.9973591549295775,0.5842869718309859,0.17517605633802816,17,4,0.23529411764705882,0.42282798108040826
fold_val2023,547.875,0.1,2.6067882999996073,0.09696537821479147,0.8036685376873031,-0.039960113005110945,15797.954040878512,203,31345,4145,0.39575689902695804,0.551359690408432,0.18674967240814055,0.010589153595368737,0.6041356524350037,0.5545806529413022,0.6126629037566418,0.5807924448477106,0.9778045838359469,0.6244471250502612,0.9939686369119421,0.5702653799758746,0.16960193003618818,1,0,0.0,0.39575689902695804,14230,1846,0.38805340829234014,0.5534116324180526,0.18751204406704083,0.00941639778698981,0.600982143834187,0.5549180832311212,0.6111221777468248,0.271472647691899,0.9750812567713976,0.6144817623690864,0.991332611050921,0.5594528710725893,0.15926327193932827,0,0,,0.38805340829234014,10321,1334,0.38697800600716986,0.5456257960859991,0.18434296872353387,0.016395584074282772,0.6892007038780592,0.5501220464772252,0.6068356577370538,0.817318705915956,0.97976011994003,0.6239380309845077,0.9947526236881559,0.5710269865067467,0.1634182908545727,0,0,,0.38697800600716986,6794,965,0.42522814247865764,0.5557724646952928,0.18880899534347687,0.0159222118007711,0.5162665813318685,0.5606471298755988,0.6247423175464356,0.8694711736752536,0.9803108808290155,0.6442141623488774,0.9979274611398964,0.5898963730569948,0.19792746113989637,1,0,0.0,0.42522814247865764,17115,2299,0.40216184633362545,0.549653635205575,0.18611581037447705,0.016207673397903105,0.6060677901998132,0.5543001017859339,0.6139439163841436,0.8382582946292458,0.9799913005654632,0.6324488908220965,0.9960852544584602,0.5789473684210527,0.177903436276642,1,0,0.0,0.40216184633362545
fold_val2024,547.875,0.1,4.05898100000195,0.13726087848632093,0.7658331875640902,-0.035157598263688285,25285.522540578142,204,31169,4164,0.40026949854021626,0.5507850466602603,0.18623515397597243,0.011652646855719352,0.6093733432035023,0.5554064551260349,0.6092602184974464,0.8320768372643287,0.9781460134486071,0.6288024335574767,0.9961575408261287,0.5746077489593341,0.17459173871277617,27,6,0.2222222222222222,0.40026949854021626,14654,1895,0.38733451617305853,0.5504534746022948,0.18579703643308912,0.013921071098847763,0.6089348577170245,0.5537638228747211,0.6028359386928481,0.5977906348669662,0.9720316622691293,0.6165347405452946,0.9963060686015831,0.5634124890061565,0.16517150395778363,11,5,0.45454545454545453,0.38733451617305853,9387,1265,0.40396292745286033,0.5515432794964116,0.18668848968256374,0.01616385017568156,0.6576855165716271,0.5573767911471529,0.6136563256827463,1.046601104207298,0.9857707509881423,0.6313570487483531,0.9968379446640316,0.5758893280632411,0.16996047430830039,10,1,0.1,0.40396292745286033,7128,1004,0.4219977553310887,0.5504681731058939,0.18653884536144374,0.018326915773885004,0.5668849577415368,0.5561886645509106,0.6166781671658204,1.0285163667684054,0.9800796812749004,0.648738379814077,0.9950199203187251,0.5941235059760956,0.19820717131474103,6,0,0.0,0.4219977553310887,16515,2269,0.41174689676052073,0.5510792553758176,0.18662390205186782,0.014225561278748085,0.61273237595057,0.5568639866434887,0.6149605755217624,1.038805059479372,0.9832525341560159,0.6390480387836052,0.996033494931688,0.5839576906126047,0.18245923314235346,16,1,0.0625,0.41174689676052073
