fold,half_life_days,l2,alpha,beta,gamma,fund_loss,fit_seconds,log_loss_per_race,brier_score_per_race,ece_10bin,hit_rate_top1,hit_rate_top3,favorite_hit_rate,roi_edge20,n_bets_edge20,roi_edge30,n_bets_edge30,roi_edge40,n_bets_edge40,roi_edge50,n_bets_edge50,itm_hit_rate_top3,itm_hit_rate_top4,itm_precision_top3,itm_precision_top4,itm_recall_top3,itm_recall_top4,itm_full_sweep_top_3
fold2_val2025,913.125,1.0,0.04009250667248739,0.8071682511441299,-0.0564284556855851,18038.933917240924,1.9530566000030376,1.8599157159767823,2.128322133732432,0.2625994694960212,0.24443677764360877,0.6108331895808177,0.7276853252647504,3.270612497422149,4849,3.369481043291207,3719,3.5221174764321974,2758,3.5594513715710727,2005,0.9726239669421488,0.9948347107438017,0.6096763085399448,0.5665030991735537,0.6108815426997246,0.7565857438016529,0.15289256198347106
fold3_val2026Q1,913.125,1.0,-0.012623922389623959,0.7826043881483811,-0.08855946561757827,21521.554150365264,1.42844150000019,1.9050293702212242,2.1785707974043675,0.2569428238039674,0.22363636363636363,0.5933333333333334,0.6666666666666666,3.3091756272401427,1395,3.536764705882353,1088,3.7602959309494457,811,3.808199356913183,622,0.9799635701275046,0.9908925318761385,0.5944140862173649,0.5455373406193078,0.5939587128111719,0.726775956284153,0.12750455373406194
fold4_val2026Q2,913.125,1.0,0.15265034867445143,0.7068568172872927,-0.017400992787551292,22684.22733297703,3.2304607999976724,1.8002052653331135,2.0926914402917007,0.2850277264325323,0.24438687392055267,0.6355785837651122,0.73,3.224428274428274,962,3.30239898989899,792,3.6202194357366775,638,3.456976744186047,516,0.9948320413436692,1.0,0.6339362618432386,0.5921619293712318,0.6363049095607235,0.7902670111972439,0.18087855297157623
fold1_val2024,1095.75,0.001,0.1061933355930999,0.8015456211153436,-0.035713485973672736,14260.841989559223,1.32593469999847,1.862630159597302,2.1272843026161166,0.2580182885219052,0.24718111346018323,0.616631430584919,0.7407407407407407,3.0708602374505305,4801,3.0698060163058756,3557,3.295757335448058,2522,3.644650328750747,1673,0.9730870712401055,0.995778364116095,0.6156552330694811,0.5627528583992963,0.6168425681618293,0.7509674582233948,0.16569920844327177
fold2_val2025,1095.75,0.001,0.0406735313150517,0.8069771652225005,-0.056206775376603416,19204.74902020227,1.7346070000057807,1.859916070400815,2.1283284678411074,0.26259946949602125,0.24443677764360877,0.6110056925996205,0.7276853252647504,3.2697319587628866,4850,3.369481043291207,3719,3.5270417422867513,2755,3.5594513715710727,2005,0.9726239669421488,0.9948347107438017,0.6098484848484848,0.5665030991735537,0.6110537190082644,0.7565857438016529,0.1534090909090909
fold3_val2026Q1,1095.75,0.001,-0.009622535461898613,0.7815019504775229,-0.0876539881758833,23282.90463930046,1.8162799000056111,1.9050427719872256,2.17861724969514,0.2569428238039673,0.22363636363636363,0.5933333333333334,0.6666666666666666,3.3091756272401427,1395,3.528440366972477,1090,3.769827586206897,812,3.8004815409309796,623,0.9799635701275046,0.9908925318761385,0.5944140862173649,0.5455373406193078,0.5939587128111719,0.726775956284153,0.12750455373406194
fold4_val2026Q2,1095.75,0.001,0.15284488643370028,0.7067795584044931,-0.018489473288043047,24594.674498670727,1.7381026000002748,1.8002082845190723,2.0926793371483257,0.2850277264325324,0.24438687392055267,0.6364421416234888,0.73,3.2271028037383176,963,3.30239898989899,792,3.6202194357366775,638,3.456976744186047,516,0.9948320413436692,1.0,0.6347975882859604,0.5928079242032731,0.6371662360034454,0.7911283376399655,0.18087855297157623
fold1_val2024,1095.75,0.01,0.10652909064930217,0.8014063755604461,-0.035693164038686276,14259.353577587175,1.835711599997012,1.8626286734941606,2.1272743511242016,0.2580182885219053,0.24718111346018323,0.616631430584919,0.7407407407407407,3.0732555717558836,4801,3.0520505617977527,3560,3.3094272076372313,2514,3.644650328750748,1673,0.9730870712401055,0.995778364116095,0.615655233069481,0.5626209322779243,0.6168425681618293,0.7507915567282322,0.16517150395778363
fold2_val2025,1095.75,0.01,0.04095071786444179,0.8068768138540537,-0.05614306364998513,19204.767929223097,1.946399399996153,1.8599150213683433,2.128329687547421,0.26259946949602125,0.24443677764360877,0.6110056925996205,0.7276853252647504,3.2729596042868923,4852,3.369481043291207,3719,3.5307329462989845,2756,3.557178464606182,2006,0.9726239669421488,0.9948347107438017,0.6098484848484848,0.5665030991735537,0.6110537190082644,0.7565857438016529,0.1534090909090909
fold3_val2026Q1,1095.75,0.01,-0.012301404789771233,0.7824924316825772,-0.08848276101967452,23283.552173696462,1.4420228999952087,1.9050307230542465,2.178575976527537,0.2569428238039673,0.22363636363636363,0.5927272727272728,0.6666666666666666,3.3091756272401427,1395,3.536764705882353,1088,3.7602959309494457,811,3.8004815409309796,623,0.9799635701275046,0.9908925318761385,0.5938069216757741,0.5455373406193078,0.593351548269581,0.726775956284153,0.12750455373406194
fold4_val2026Q2,1095.75,0.01,0.15325349057023122,0.706651845386888,-0.017820868486063474,24594.74113387849,2.4450333999993745,1.8002071325095637,2.092683362015317,0.2850277264325324,0.24438687392055267,0.6364421416234888,0.73,3.2271028037383176,963,3.30239898989899,792,3.6129890453834115,639,3.4656310679611653,515,0.9948320413436692,1.0,0.6347975882859604,0.5921619293712318,0.6371662360034454,0.7902670111972439,0.18087855297157623
fold1_val2024,1095.75,0.1,0.10599811582155814,0.801597093752399,-0.03573791779059568,14259.403901740707,1.2507957999987411,1.8626339397053018,2.1272746432557343,0.2580182885219053,0.24718111346018323,0.616631430584919,0.7407407407407407,3.070012494793836,4802,3.065514333895447,3558,3.3025814138204916,2518,3.6474282296650724,1672,0.9730870712401055,0.995778364116095,0.615655233069481,0.5624890061565523,0.6168425681618293,0.7506156552330694,0.16517150395778363
fold2_val2025,1095.75,0.1,0.040542825058979264,0.8070002400411034,-0.05630204084435251,19204.82313215258,1.7594716000021435,1.8599156873254592,2.1283264275941107,0.26259946949602125,0.24443677764360877,0.6110056925996205,0.7276853252647504,3.2697319587628866,4850,3.369481043291207,3719,3.525399129172714,2756,3.5594513715710727,2005,0.9726239669421488,0.9948347107438017,0.6098484848484848,0.5665030991735537,0.6110537190082644,0.7565857438016529,0.1534090909090909
fold3_val2026Q1,1095.75,0.1,-0.012577062395062283,0.7826058675069907,-0.08855053045362898,23283.580927314215,1.8913142000019434,1.9050292348217215,2.178571586598982,0.2569428238039673,0.22363636363636363,0.5927272727272728,0.6666666666666666,3.3091756272401427,1395,3.536764705882353,1088,3.7602959309494457,811,3.8004815409309796,623,0.9799635701275046,0.9908925318761385,0.5938069216757741,0.5455373406193078,0.593351548269581,0.726775956284153,0.12750455373406194
fold4_val2026Q2,1095.75,0.1,0.1475224998777243,0.7084639103814679,-0.019387289069940434,24596.706795883543,1.249725200003013,1.8002223851716836,2.0926807475050513,0.2850277264325323,0.24438687392055267,0.6355785837651122,0.73,3.2200415368639663,963,3.2969735182849935,793,3.6057812500000006,640,3.529400386847195,517,0.9948320413436692,1.0,0.6339362618432386,0.5915159345391904,0.6363049095607235,0.789405684754522,0.18087855297157623
fold1_val2024,1095.75,1.0,0.10614611206970466,0.801581438452061,-0.035760543072222255,14259.97190873233,1.4782830000040121,1.8626325610009957,2.127273740618341,0.2580182885219053,0.24718111346018323,0.616631430584919,0.7407407407407407,3.0717083333333326,4800,3.054328274311411,3558,3.3008733624454147,2519,3.6474282296650724,1672,0.9730870712401055,0.995778364116095,0.615655233069481,0.5624890061565523,0.6168425681618293,0.7506156552330694,0.16517150395778363
fold2_val2025,1095.75,1.0,0.040795859820807245,0.8069469228466114,-0.0561513977256303,19206.57777194812,2.8538545000046724,1.859912684061005,2.128327010311903,0.26259946949602125,0.24443677764360877,0.6110056925996205,0.7276853252647504,3.270612497422149,4849,3.3659591617409994,3722,3.5204784342152955,2759,3.5594513715710727,2005,0.9726239669421488,0.9948347107438017,0.6098484848484848,0.5665030991735537,0.6110537190082644,0.7565857438016529,0.1534090909090909
fold3_val2026Q1,1095.75,1.0,-0.013771275080302823,0.7830416136361313,-0.08892143143024507,23284.37810815319,2.083479900000384,1.9050236956149136,2.178552681601625,0.25694282380396727,0.22363636363636363,0.5927272727272728,0.6666666666666666,3.3196275071633234,1396,3.527874885004599,1087,3.7602959309494457,811,3.8081993569131836,622,0.9799635701275046,0.9908925318761385,0.5938069216757741,0.5455373406193078,0.593351548269581,0.726775956284153,0.12750455373406194
fold4_val2026Q2,1095.75,1.0,0.15021927187741535,0.7077189550516623,-0.018962696265955904,24596.89942663054,1.3752997999981744,1.8002078633763967,2.092684585358165,0.2850277264325323,0.24438687392055267,0.6355785837651122,0.73,3.224428274428274,962,3.2969735182849935,793,3.6129890453834115,639,3.456976744186047,516,0.9948320413436692,1.0,0.6339362618432386,0.5921619293712318,0.6363049095607235,0.7902670111972439,0.18087855297157623
