fold,half_life_days,l2,alpha,beta,gamma,fund_loss,fit_seconds,log_loss_per_race,brier_score_per_race,ece_10bin,hit_rate_top1,hit_rate_top3,favorite_hit_rate,roi_edge20,n_bets_edge20,roi_edge30,n_bets_edge30,roi_edge40,n_bets_edge40,roi_edge50,n_bets_edge50,itm_hit_rate_top3,itm_hit_rate_top4,itm_precision_top3,itm_precision_top4,itm_recall_top3,itm_recall_top4,itm_full_sweep_top_3
fold2_val2025,730.5,1.0,0.03976013740893886,0.8072917424206775,-0.05646576135402302,16469.99058765604,2.0208357999945292,1.859915642494922,2.128319263370499,0.2625994694960212,0.24443677764360877,0.6108331895808177,0.7276853252647504,3.271493399339934,4848,3.369481043291207,3719,3.5155684286748734,2762,3.561726546906188,2004,0.9726239669421488,0.9948347107438017,0.6096763085399448,0.5665030991735537,0.6108815426997246,0.7565857438016529,0.15289256198347106
fold3_val2026Q1,730.5,1.0,-0.011335206395404583,0.7821386936653618,-0.08819521714165635,19221.54564990459,1.594687700002396,1.9050350771911926,2.1785899219748313,0.2569428238039674,0.22363636363636363,0.5933333333333334,0.6666666666666666,3.3122668579626966,1394,3.5325987144168964,1089,3.7602959309494457,811,3.8004815409309796,623,0.9799635701275046,0.9908925318761385,0.5944140862173649,0.5455373406193078,0.5939587128111719,0.726775956284153,0.12750455373406194
fold4_val2026Q2,730.5,1.0,0.15104563381241187,0.7075029713541978,-0.018630865437591997,20210.06447175292,1.581990799997584,1.8002129634575499,2.092699255656256,0.2850277264325323,0.24438687392055267,0.6355785837651122,0.73,3.2271028037383176,963,3.2969735182849935,793,3.6129890453834115,639,3.5206563706563703,518,0.9948320413436692,1.0,0.6339362618432386,0.5915159345391904,0.6363049095607235,0.789405684754522,0.18087855297157623
fold1_val2024,913.125,0.001,0.1063930383597227,0.8014196102910693,-0.03567675795717384,13632.151908951324,1.6654560999959358,1.8626274408749919,2.1272731979904895,0.2580182885219052,0.24718111346018323,0.616631430584919,0.7407407407407407,3.0692708333333334,4800,3.054328274311411,3558,3.309427207637232,2514,3.6227136879856543,1673,0.9730870712401055,0.995778364116095,0.615655233069481,0.5624890061565523,0.6168425681618293,0.7506156552330694,0.16517150395778363
fold2_val2025,913.125,0.001,0.040060800709134134,0.8071745041285433,-0.056376301468262925,18038.970824405296,1.7757867999971495,1.8599148608099347,2.1283218157260304,0.2625994694960212,0.24443677764360877,0.6110056925996205,0.7276853252647504,3.271493399339934,4848,3.3683064516129027,3720,3.5188405797101447,2760,3.5594513715710727,2005,0.9726239669421488,0.9948347107438017,0.6098484848484848,0.5665030991735537,0.6110537190082644,0.7565857438016529,0.1534090909090909
fold3_val2026Q1,913.125,0.001,-0.012380587409269672,0.7825275010064532,-0.08850338048644961,21520.677302852855,1.7984675999978208,1.9050303771411061,2.178574163513016,0.2569428238039673,0.22363636363636363,0.5927272727272728,0.6666666666666666,3.3091756272401427,1395,3.536764705882353,1088,3.7602959309494457,811,3.8004815409309796,623,0.9799635701275046,0.9908925318761385,0.5938069216757741,0.5455373406193078,0.593351548269581,0.726775956284153,0.12750455373406194
fold4_val2026Q2,913.125,0.001,0.15500776952792536,0.7062084351606196,-0.017507655897630335,22683.892249152053,1.5169037000014214,1.8001960699048007,2.0926909290289895,0.2850277264325324,0.24438687392055267,0.6355785837651122,0.73,3.231496881496881,962,3.30239898989899,792,3.6129890453834115,639,3.483040935672515,513,0.9948320413436692,1.0,0.6339362618432386,0.5921619293712318,0.6363049095607235,0.7902670111972439,0.18087855297157623
fold1_val2024,913.125,0.01,0.10640108678298364,0.801415496168933,-0.035708248220090694,13632.153944638016,1.2776548999972874,1.862627338962284,2.127273194062765,0.2580182885219053,0.24718111346018323,0.616631430584919,0.7407407407407407,3.0692708333333334,4800,3.055468091087995,3557,3.309427207637232,2514,3.6227136879856543,1673,0.9730870712401055,0.995778364116095,0.615655233069481,0.5624890061565523,0.6168425681618293,0.7506156552330694,0.16517150395778363
fold2_val2025,913.125,0.01,0.04007398015744662,0.8071699876092133,-0.05637257379295795,18038.976370832315,1.8295317000010982,1.8599148131759469,2.12832191933953,0.26259946949602125,0.24443677764360877,0.6110056925996205,0.7276853252647504,3.271493399339934,4848,3.3683064516129027,3720,3.5172039116262224,2761,3.5594513715710727,2005,0.9726239669421488,0.9948347107438017,0.6098484848484848,0.5665030991735537,0.6110537190082644,0.7565857438016529,0.1534090909090909
fold3_val2026Q1,913.125,0.01,-0.012378794800260464,0.7825268387682753,-0.0885032215457222,21520.682819856087,1.5990480999971624,1.9050303913172806,2.1785741918641617,0.2569428238039673,0.22363636363636363,0.5927272727272728,0.6666666666666666,3.3091756272401427,1395,3.536764705882353,1088,3.7602959309494457,811,3.8004815409309796,623,0.9799635701275046,0.9908925318761385,0.5938069216757741,0.5455373406193078,0.593351548269581,0.726775956284153,0.12750455373406194
fold4_val2026Q2,913.125,0.01,0.15476497190875382,0.7063024714272808,-0.017508196559159896,22683.903193111826,1.8316007000030368,1.8001986208967926,2.092691903957649,0.2850277264325323,0.24438687392055267,0.6364421416234888,0.73,3.231496881496881,962,3.30239898989899,792,3.6202194357366775,638,3.4743190661478596,514,0.9948320413436692,1.0,0.6347975882859604,0.5921619293712318,0.6371662360034454,0.7902670111972439,0.18087855297157623
fold1_val2024,913.125,0.1,0.10701841769746281,0.801367271614806,-0.03569992274847156,13632.947208245041,1.6914960000067367,1.8626235196795962,2.127284016923377,0.2580182885219053,0.24718111346018323,0.616631430584919,0.7407407407407407,3.0716427232979386,4803,3.0574402250351618,3555,3.3105597459309246,2519,3.6391044776119403,1675,0.9730870712401055,0.995778364116095,0.615655233069481,0.5624890061565523,0.6168425681618293,0.7506156552330694,0.16517150395778363
fold2_val2025,913.125,0.1,0.04071166164389002,0.8069493651908793,-0.05614538517562845,18039.34224649812,1.7125988000043435,1.8599119255031844,2.128326037032535,0.26259946949602125,0.24443677764360877,0.6110056925996205,0.7276853252647504,3.271493399339934,4848,3.3706562668101125,3718,3.525399129172714,2756,3.557178464606181,2006,0.9726239669421488,0.9948347107438017,0.6098484848484848,0.5665030991735537,0.6110537190082644,0.7565857438016529,0.1534090909090909
fold3_val2026Q1,913.125,0.1,-0.011503065347875895,0.7821980304940803,-0.08824136308849084,21520.690112594802,1.2951632999975118,1.9050342742413704,2.178587571048519,0.2569428238039673,0.22363636363636363,0.5927272727272728,0.6666666666666666,3.3122668579626966,1394,3.5325987144168964,1089,3.7602959309494457,811,3.8004815409309796,623,0.9799635701275046,0.9908925318761385,0.5938069216757741,0.5455373406193078,0.593351548269581,0.726775956284153,0.12750455373406194
fold4_val2026Q2,913.125,0.1,0.15270225829691803,0.7068918265408226,-0.017896305551963535,22683.475049710465,3.039360700000543,1.8002111893687562,2.092688316838832,0.2850277264325324,0.24438687392055267,0.6364421416234888,0.73,3.2271028037383176,963,3.2969735182849935,793,3.6129890453834115,639,3.529400386847195,517,0.9948320413436692,1.0,0.6347975882859604,0.5921619293712318,0.6371662360034454,0.7902670111972439,0.18087855297157623
fold1_val2024,913.125,1.0,0.10634462298260275,0.8014275510744092,-0.03571388324483766,13632.73973771171,2.710762099995918,1.862627716004121,2.1272734118151058,0.2580182885219052,0.24718111346018323,0.616631430584919,0.7407407407407407,3.0691651051426185,4803,3.054328274311411,3558,3.3128582802547775,2512,3.6227136879856543,1673,0.9730870712401055,0.995778364116095,0.615655233069481,0.5624890061565523,0.6168425681618293,0.7506156552330694,0.16517150395778363
